STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
DAN,D,18,SNOW DP,,20190805,181,,INCHES
DAN,D,18,SNOW DP,,20190806,179,,INCHES
DAN,D,18,SNOW DP,,20190807,180,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20190811,181,,INCHES
DAN,D,18,SNOW DP,,20190812,180,,INCHES
DAN,D,18,SNOW DP,,20190813,182,,INCHES
DAN,D,18,SNOW DP,,20190814,180,,INCHES
DAN,D,18,SNOW DP,,20190815,183,,INCHES
DAN,D,18,SNOW DP,,20190816,182,,INCHES
DAN,D,18,SNOW DP,,20190817,,,INCHES
DAN,D,18,SNOW DP,,20190818,,,INCHES
DAN,D,18,SNOW DP,,20190819,181,,INCHES
DAN,D,18,SNOW DP,,20190820,183,,INCHES
DAN,D,18,SNOW DP,,20190821,182,,INCHES
DAN,D,18,SNOW DP,,20190822,183,,INCHES
DAN,D,18,SNOW DP,,20190823,183,,INCHES
DAN,D,18,SNOW DP,,20190824,182,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20190826,183,,INCHES
DAN,D,18,SNOW DP,,20190827,182,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20190829,183,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20190831,181,,INCHES
DAN,D,18,SNOW DP,,20190901,182,,INCHES
DAN,D,18,SNOW DP,,20190902,180,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20190905,182,,INCHES
DAN,D,18,SNOW DP,,20190906,-1,,INCHES
DAN,D,18,SNOW DP,,20190907,179,,INCHES
DAN,D,18,SNOW DP,,20190908,0,,INCHES
DAN,D,18,SNOW DP,,20190909,-0,,INCHES
DAN,D,18,SNOW DP,,20190910,-0,,INCHES
DAN,D,18,SNOW DP,,20190911,-0,,INCHES
DAN,D,18,SNOW DP,,20190912,-0,,INCHES
DAN,D,18,SNOW DP,,20190913,-1,,INCHES
DAN,D,18,SNOW DP,,20190914,183,,INCHES
DAN,D,18,SNOW DP,,20190915,182,,INCHES
DAN,D,18,SNOW DP,,20190916,-0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20190925,155,,INCHES
DAN,D,18,SNOW DP,,20190926,2,,INCHES
DAN,D,18,SNOW DP,,20190927,2,,INCHES
DAN,D,18,SNOW DP,,20190928,2,,INCHES
DAN,D,18,SNOW DP,,20190928,5,,INCHES
DAN,D,18,SNOW DP,,20190930,2,,INCHES
DAN,D,18,SNOW DP,,20191001,2,,INCHES
DAN,D,18,SNOW DP,,20191001,2,,INCHES
DAN,D,18,SNOW DP,,20191003,2,,INCHES
DAN,D,18,SNOW DP,,20191004,3,,INCHES
DAN,D,18,SNOW DP,,20191005,2,,INCHES
DAN,D,18,SNOW DP,,20191006,2,,INCHES
DAN,D,18,SNOW DP,,20191007,2,,INCHES
DAN,D,18,SNOW DP,,20191008,0,,INCHES
DAN,D,18,SNOW DP,,20191009,0,,INCHES
DAN,D,18,SNOW DP,,20191010,0,,INCHES
DAN,D,18,SNOW DP,,20191011,0,,INCHES
DAN,D,18,SNOW DP,,20191012,0,,INCHES
DAN,D,18,SNOW DP,,20191013,0,,INCHES
DAN,D,18,SNOW DP,,20191014,0,,INCHES
DAN,D,18,SNOW DP,,20191015,0,,INCHES
DAN,D,18,SNOW DP,,20191016,0,,INCHES
DAN,D,18,SNOW DP,,20191017,0,,INCHES
DAN,D,18,SNOW DP,,20191018,0,,INCHES
DAN,D,18,SNOW DP,,20191019,0,,INCHES
DAN,D,18,SNOW DP,,20191020,0,,INCHES
DAN,D,18,SNOW DP,,20191021,0,,INCHES
DAN,D,18,SNOW DP,,20191022,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191024,0,,INCHES
DAN,D,18,SNOW DP,,20191025,0,,INCHES
DAN,D,18,SNOW DP,,20191026,0,,INCHES
DAN,D,18,SNOW DP,,20191027,0,,INCHES
DAN,D,18,SNOW DP,,20191028,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191031,0,,INCHES
DAN,D,18,SNOW DP,,20191101,0,,INCHES
DAN,D,18,SNOW DP,,20191102,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191104,0,,INCHES
DAN,D,18,SNOW DP,,20191105,0,,INCHES
DAN,D,18,SNOW DP,,20191106,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191108,0,,INCHES
DAN,D,18,SNOW DP,,20191109,0,,INCHES
DAN,D,18,SNOW DP,,20191110,0,,INCHES
DAN,D,18,SNOW DP,,20191111,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191113,0,,INCHES
DAN,D,18,SNOW DP,,20191114,0,,INCHES
DAN,D,18,SNOW DP,,20191115,0,,INCHES
DAN,D,18,SNOW DP,,20191116,0,,INCHES
DAN,D,18,SNOW DP,,20191117,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191119,0,,INCHES
DAN,D,18,SNOW DP,,20191120,0,,INCHES
DAN,D,18,SNOW DP,,20191121,0,,INCHES
DAN,D,18,SNOW DP,,20191122,0,,INCHES
DAN,D,18,SNOW DP,,20191123,0,,INCHES
DAN,D,18,SNOW DP,,20191124,0,,INCHES
DAN,D,18,SNOW DP,,20191125,0,,INCHES
DAN,D,18,SNOW DP,,20191126,-2,,INCHES
DAN,D,18,SNOW DP,,20191127,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191129,0,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,,,,INCHES
DAN,D,18,SNOW DP,,20191203,,,INCHES
