x,y,h_mean
705434.9753,5371753.298,656.9067688
708609.0305,5372315.221,518.9570419
708606.5354,5372334.009,519.1511531
705429.9737,5371793.061,633.5332746
708603.8271,5372354.367,519.149925
705427.4916,5371812.945,624.8183718
708601.1083,5372374.808,518.5997603
708598.4719,5372394.671,516.8187949
705422.4992,5371852.71,608.3375767
708595.8364,5372414.534,514.8964811
705419.9729,5371872.588,598.0841031
708593.3066,5372433.557,515.0118772
705417.3844,5371892.458,590.7300054
705824.0357,5369500.568,830.3562114
708590.6323,5372453.775,515.4868119
705821.3538,5369520.426,835.7128515
708587.9399,5372474.125,515.8456987
705818.6662,5369540.283,841.362137
708585.3076,5372493.989,516.0841673
705815.9783,5369560.14,847.5407501
705406.684,5371971.892,575.453806
708582.6711,5372513.852,516.2491903
705813.2972,5369579.998,852.5780254
708580.1144,5372533.029,516.4361724
705403.9945,5371991.749,574.5358044
705810.6257,5369599.857,856.6307767
708577.4328,5372553.13,516.5508738
705807.9765,5369619.719,860.3763081
708574.7577,5372573.02,516.5839355
705398.6771,5372031.47,576.3037749
705805.363,5369639.586,863.9501886
708572.0675,5372592.861,516.5108051
705802.7698,5369659.456,867.4292862
708569.3185,5372613.144,516.4219575
705800.186,5369679.326,871.0209986
708566.6439,5372633.002,516.0665377
705797.6068,5369699.198,874.8339533
708563.9934,5372652.864,515.8231008
705795.0273,5369719.069,878.6639076
708561.3634,5372672.727,515.9320694
705792.4433,5369738.94,883.1503472
705383.184,5372150.696,563.9022339
708558.795,5372692.326,516.5942293
705789.8469,5369758.809,888.085077
708556.2446,5372712.197,516.5348159
705378.5978,5372185.885,564.0541531
705787.2324,5369778.676,892.680277
708553.7017,5372732.35,515.6643164
705784.5999,5369798.54,897.1463915
705375.4739,5372209.546,562.3218192
705781.96,5369818.403,901.1685533
705372.7474,5372230.165,560.1510148
705779.3148,5369838.266,904.6186095
705776.6663,5369858.128,907.5267623
708543.7887,5372811.668,510.1447096
705774.0171,5369877.99,909.6730893
708541.2684,5372831.364,510.1804679
708538.6706,5372851.395,510.2387624
705359.3471,5372329.454,529.4064952
708536.0089,5372871.225,512.2100257
705353.9418,5372369.164,528.5553002
705760.84,5369977.309,902.6191682
705351.2616,5372389.022,528.9694821
708527.8932,5372930.659,519.2772233
705758.2164,5369997.175,900.1010573
705348.6172,5372408.885,528.7836824
708525.1035,5372950.896,523.4849305
705755.5938,5370017.04,897.0836903
705345.9959,5372428.751,528.73172
708522.3696,5372970.747,528.4372437
705343.4071,5372448.621,528.7105612
708519.6535,5372990.599,532.3122246
708516.9977,5373010.459,534.4805057
708923.9578,5370618.693,560.3715097
705338.3968,5372488.021,528.2263954
708514.3483,5373030.321,537.6530606
708921.3324,5370638.558,560.3877196
705335.8758,5372508.022,528.4803708
708511.7143,5373050.184,541.4839717
708918.7073,5370658.423,560.5692915
705333.3324,5372528.138,528.6592343
708509.0961,5373070.05,544.0899164
708916.0851,5370678.287,560.4749625
705330.8009,5372548.015,528.8484202
708506.5373,5373089.696,543.9893828
705328.2453,5372567.89,529.0424052
708503.9393,5373109.655,543.7804045
705325.6519,5372587.759,529.2356723
708501.3351,5373129.658,543.6018668
705323.0003,5372607.621,529.4226875
708498.7446,5373149.528,543.477376
708905.6283,5370757.752,555.6286126
705320.309,5372627.478,529.6015787
708496.1429,5373169.395,543.5464667
708903.0222,5370777.618,552.8523811
705317.6961,5372646.562,529.6768525
708493.523,5373189.26,543.7866685
708900.4057,5370797.484,551.0859418
705314.9356,5372666.658,529.7902164
708490.8799,5373209.122,544.03889
705312.1343,5372687.033,529.9482105
708488.2153,5373228.982,544.2218749
705718.5952,5370295.121,865.6670064
705309.4088,5372706.885,530.1171752
708485.5334,5373248.838,544.2728888
705715.9327,5370314.981,861.53805
705306.6943,5372726.739,530.2593333
708482.8222,5373268.692,544.2998139
705304.0124,5372746.596,530.4141531
708480.078,5373288.541,544.692996
705301.3591,5372766.458,530.5743615
708477.3619,5373308.044,544.8564388
705298.7207,5372786.321,530.7122895
708474.5843,5373328.006,544.9234726
705296.0933,5372806.186,530.8552757
708471.7988,5373348.081,545.0993619
705293.4734,5372826.052,530.9857666
708469.062,5373367.93,545.4040523
708876.5964,5370976.241,547.9860256
705290.8571,5372845.919,531.1290584
708466.3465,5373387.783,545.691979
708873.9611,5370996.104,546.9847686
705288.2412,5372865.785,531.2817638
708463.6624,5373407.64,545.938212
705285.616,5372885.65,531.4325224
708461.025,5373427.503,546.2381139
705283.0198,5372905.208,531.6109724
708458.4257,5373447.371,546.5074751
705280.3577,5372925.236,531.7523914
708455.8453,5373467.241,546.7108556
705686.9822,5370533.489,810.053217
705277.6954,5372945.24,531.8623572
708453.274,5373487.113,546.6059653
705684.3518,5370553.353,803.2049893
705275.0493,5372965.102,531.9629255
708450.696,5373506.984,547.8748318
705272.401,5372984.964,532.0407433
708448.1098,5373526.853,548.5603564
708855.5712,5371135.154,537.9667371
705269.751,5373004.826,532.0878856
708445.5238,5373546.723,549.2221011
708852.8854,5371155.011,536.4562124
705267.1214,5373024.562,532.2046189
708442.8983,5373566.587,549.0562543
708850.155,5371174.861,536.2009604
705264.4713,5373044.469,532.319789
708440.2502,5373586.449,548.5454321
708847.404,5371194.709,536.4763467
705261.8163,5373064.414,532.4138975
708437.5915,5373606.309,548.24859
708844.6486,5371214.556,536.9584905
705259.2035,5373084.044,532.4780459
708434.9136,5373626.166,548.5936971
708841.8995,5371234.405,537.290145
705256.5485,5373103.992,532.6074934
708432.2294,5373646.023,548.7417358
708839.1612,5371254.254,537.4031262
705662.6808,5370712.186,746.3892439
705253.8854,5373124.002,532.7555803
708429.5412,5373665.879,548.9216491
708836.4387,5371274.106,537.4774378
705659.9742,5370732.041,738.8167869
705251.2579,5373143.751,532.9471319
708426.8512,5373685.735,548.9753268
708833.7427,5371293.961,537.6039092
705657.299,5370751.899,731.1419525
705248.6082,5373163.632,533.0757167
708831.076,5371313.82,537.7239689
705245.9444,5373183.589,533.1689562
708421.5098,5373725.452,547.7149568
708828.4368,5371333.683,537.9193559
705243.2946,5373203.451,533.2776371
708825.8141,5371353.548,538.0507131
705649.4543,5370811.499,712.9446868
705240.6474,5373223.313,533.3670122
708416.2458,5373764.76,546.4733792
708823.1996,5371373.414,538.1284547
705646.8469,5370831.366,710.5874981
705238.0028,5373243.176,533.3867746
708413.5683,5373784.873,544.3475479
708820.5905,5371393.28,538.0791415
705644.2289,5370851.232,710.0805099
705235.4129,5373262.65,533.058425
708410.903,5373804.896,542.5095648
708817.9814,5371413.147,537.9748815
705641.5992,5370871.097,712.21447
705232.7447,5373282.7,532.6026347
708408.2633,5373824.758,540.5182709
708815.3722,5371433.014,537.0276655
705638.9341,5370890.957,715.6578452
705230.0837,5373302.766,532.2889824
708405.6241,5373844.621,538.3104713
705227.4595,5373322.631,532.2579061
708402.9796,5373864.483,536.7316381
705224.8249,5373342.495,532.3015069
708400.3311,5373884.345,536.0010579
705222.1723,5373362.356,532.4024699
708397.6818,5373904.206,535.673651
708804.8272,5371512.466,527.9011116
705628.051,5370970.367,722.8711846
705219.4996,5373382.215,532.5624883
708395.0337,5373924.067,535.4624637
708802.1415,5371532.322,527.9901633
705216.8251,5373401.833,532.6659632
708392.3839,5373943.929,535.7979606
708799.4453,5371552.178,528.3955687
705214.0857,5373421.783,532.7908373
708389.7333,5373963.79,536.3687871
708796.7396,5371572.031,528.6930857
705211.298,5373441.768,532.966109
708387.0845,5373983.651,536.8592728
708794.0232,5371591.884,528.7536071
705617.2296,5371049.786,715.6562222
705208.4881,5373461.608,533.1280025
708384.4384,5374003.513,537.0757903
708791.3019,5371611.736,528.7018903
705614.5843,5371069.648,711.4125265
705205.6622,5373481.447,533.2798144
708788.5825,5371631.588,528.6393421
705611.9426,5371089.511,706.8637377
705202.8409,5373501.286,533.4462719
708785.8681,5371651.44,528.6822743
705609.3041,5371109.375,703.4863843
705200.0337,5373521.127,533.531455
708783.1612,5371671.294,528.6569794
705197.254,5373540.972,533.5560897
708780.4657,5371691.15,528.598226
705604.0135,5371149.1,714.9297501
705194.499,5373560.82,533.5942533
708371.0963,5374102.807,544.581137
708777.7813,5371711.006,528.6823152
705601.3558,5371168.961,721.5896942
705191.7977,5373580.675,533.6856564
708368.4055,5374122.663,546.3751284
708775.1141,5371730.865,528.7464318
705189.1558,5373600.538,533.8998617
708365.7067,5374142.517,548.1167809
708772.4677,5371750.726,528.6987382
705186.5501,5373620.406,534.191463
708363.0004,5374162.371,549.0439049
708769.8226,5371770.589,528.6287489
705183.9573,5373640.275,534.237083
708360.286,5374182.224,549.3960663
708767.1749,5371790.45,528.6747252
705181.369,5373660.145,533.5573276
708357.5581,5374202.075,549.4931369
708764.5189,5371810.31,528.7612344
705178.7749,5373680.015,531.6076584
708354.8187,5374221.924,549.5565283
708761.8537,5371830.17,528.8144783
705176.1685,5373699.882,529.6626335
708352.0712,5374241.773,549.6117132
708759.1736,5371850.027,528.9299501
705582.364,5371307.936,727.6142296
705173.5349,5373719.746,528.6836651
708349.3097,5374261.619,549.4203779
708756.4723,5371869.882,529.014767
705579.6651,5371327.791,724.5683948
705170.8496,5373739.604,528.7063476
708346.5254,5374281.462,549.1631104
708753.7433,5371889.732,529.1328726
705576.9808,5371347.649,722.71599
705168.1383,5373759.457,529.0034748
708343.742,5374301.306,549.229713
705574.3015,5371367.507,720.2941377
708340.965,5374321.15,549.65531
705571.6277,5371387.365,717.6732961
708338.2084,5374340.997,550.0075188
705568.9562,5371407.224,715.6669997
705159.9846,5373818.773,526.897614
708335.4689,5374360.847,550.2498133
705566.2846,5371427.083,713.9226671
708332.7479,5374380.699,550.4946697
705563.6099,5371446.942,711.8759009
705154.7686,5373856.81,526.8481142
708330.0536,5374400.554,550.7600686
708737.3867,5372008.839,525.2059754
708327.4265,5374420.418,551.0841243
708734.7153,5372028.698,522.8797646
705149.2834,5373897.643,529.5292249
708324.8055,5374440.283,551.1761295
708732.0477,5372048.557,520.7256788
705555.5527,5371506.514,703.0531264
705146.5148,5373918.296,530.5567543
708322.1755,5374460.147,551.1376056
705143.8486,5373938.156,530.6548871
708319.5233,5374480.008,551.0541685
705550.3557,5371544.542,695.0675107
705141.1727,5373958.014,530.5457761
708316.8372,5374499.864,550.860398
708724.0221,5372108.13,517.187699
705547.5148,5371565.157,690.8560224
705138.4839,5373977.871,530.3901729
708721.3261,5372127.985,517.5373689
705544.6446,5371585.92,686.922377
705135.7755,5373997.725,530.3757634
708718.6194,5372147.839,517.9207555
705541.8793,5371605.767,683.4229426
705133.0415,5374017.576,530.1404333
708308.5208,5374559.213,550.896178
708715.9621,5372167.135,518.2601477
705539.0968,5371625.611,679.3493864
705130.4577,5374036.133,529.9070722
708305.8222,5374577.752,551.0443773
708713.1947,5372187.214,518.5055597
708303.8075,5374591.546,551.1558003
705127.5969,5374056.58,530.3868792
708710.4117,5372207.389,518.6265995
708299.9744,5374617.887,551.5961179
708707.672,5372227.238,518.8178155
705122.1217,5374095.577,530.5527829
708297.0446,5374638.243,552.034221
708704.9323,5372247.087,519.1747633
705119.3016,5374115.645,530.313098
708294.1562,5374658.558,552.5507182
708702.1983,5372266.937,519.2478534
705116.4156,5374136.247,531.4709655
708291.3955,5374678.404,553.1015392
708699.4747,5372286.789,519.0752222
705113.604,5374156.384,532.7020872
708288.7149,5374698.261,553.8789808
708696.7661,5372306.643,518.6829613
705110.8322,5374176.338,533.8079824
708286.0981,5374718.127,554.9002196
705108.0906,5374196.187,537.5134087
708283.508,5374737.996,555.759273
705105.5524,5374214.731,546.9304687
708280.9319,5374757.867,556.5808747
708688.6584,5372366.205,516.4655923
705102.7738,5374235.151,555.5437634
708278.3529,5374777.738,557.9205157
708685.9508,5372386.059,515.6605647
705099.9844,5374255.752,560.9595305
708275.7599,5374797.606,559.8362218
708683.2353,5372405.911,515.4262982
705097.3086,5374275.611,563.8854778
708680.5055,5372425.762,515.6389836
705094.6941,5374295.204,565.3002775
708270.4745,5374837.33,562.7874276
708677.7597,5372445.611,515.9967265
705092.0353,5374315.188,567.5342914
708267.7619,5374857.184,562.897153
705089.3758,5374335.199,570.2241946
708265.034,5374877.035,562.1317377
705086.7343,5374355.062,573.7918677
705084.0864,5374374.924,577.7540615
705081.4256,5374394.784,581.3648989
708256.8264,5374936.091,556.4401706
705078.7479,5374414.643,584.0165369
708254.0069,5374956.188,556.1278693
705076.0517,5374434.499,585.1041256
708251.1995,5374976.263,556.0320904
705073.3319,5374454.351,585.185221
708248.4317,5374996.109,556.321284
705070.5889,5374474.201,585.1322687
708245.6694,5375015.955,556.6024632
705067.821,5374494.047,585.0182736
708242.9171,5375035.803,556.1867586
708650.6368,5372644.14,509.9203255
705065.0295,5374513.89,586.4401619
708240.1776,5375055.652,554.5861924
708647.9311,5372663.994,509.873756
705062.2161,5374533.73,589.9981943
708237.4506,5375075.503,552.1239265
708645.2135,5372683.846,509.9379123
705059.3857,5374553.568,594.7633763
708234.7241,5375095.354,550.1870004
708642.4747,5372703.696,509.9674512
705056.5333,5374573.404,601.7742553
708232.004,5375115.206,548.0604422
708639.7053,5372723.541,509.975541
705053.6582,5374593.235,601.4420337
708229.2877,5375135.058,545.4512288
708636.9192,5372743.385,509.9962951
708226.5963,5375154.914,539.9245672
705050.7878,5374613.068,598.5300432
708634.3852,5372761.397,510.2636764
708223.9058,5375174.77,534.6381745
705047.9309,5374632.903,595.6921823
705454.6105,5372241.02,531.7405558
708221.2021,5375194.624,531.6941073
705045.0959,5374652.74,596.510221
708218.4824,5375214.476,531.4107873
705042.2849,5374672.581,598.3635687
708625.7638,5372822.756,516.2585374
708215.7553,5375234.326,532.5295306
705039.5025,5374692.425,599.5060204
708623.0066,5372842.603,517.3347702
708213.025,5375254.177,534.1339843
705036.7559,5374712.274,600.0566575
708620.2926,5372862.456,519.40402
705034.1681,5374731.395,601.7478858
708210.2719,5375274.025,539.1012094
705031.4453,5374751.612,603.6698617
708207.5196,5375293.872,543.8952694
705028.7289,5374771.849,605.5375337
708204.7762,5375313.721,547.3402396
705026.0682,5374791.71,606.9892208
708202.137,5375332.929,548.165412
705023.404,5374811.57,608.0114928
708199.3742,5375353.061,548.3251068
705430.0741,5372419.687,527.4111853
705020.7329,5374831.429,609.4005787
708196.5991,5375373.275,548.2834531
705427.3352,5372439.537,527.6766543
705018.037,5374851.285,611.1733877
708193.872,5375393.126,548.2523251
705424.5753,5372459.384,528.3697197
705015.3092,5374871.136,613.0388809
708191.1761,5375412.706,548.5204688
705421.7913,5372479.228,529.2825197
705012.5686,5374890.986,614.890506
708188.4312,5375432.617,548.7399952
705419.0033,5372499.072,529.6796287
705010.1777,5374908.219,616.9260293
708185.6627,5375452.675,548.9023999
705416.2155,5372518.915,529.7925816
708592.6815,5373060.921,550.193901
705007.1903,5374929.69,619.473009
708182.9982,5375471.916,549.298631
705413.4331,5372538.76,529.8526591
705004.3296,5374950.231,621.2823364
708180.2355,5375491.83,549.6584558
705410.6572,5372558.605,529.9487169
708587.0814,5373100.604,550.7872614
705001.521,5374970.374,621.8224596
708177.4027,5375512.217,549.6025809
705407.8942,5372578.452,529.9176761
708584.3074,5373120.448,549.315561
704998.7576,5374990.221,621.0430188
708174.6406,5375532.064,549.4312118
705405.1566,5372598.302,530.0060761
708581.572,5373140.298,549.6160029
704996.1211,5375009.305,617.6072979
708171.8737,5375551.909,549.1438092
705402.442,5372618.156,530.213945
708578.859,5373160.151,549.7290352
704993.3235,5375029.533,612.5771967
708169.1052,5375571.755,547.9173621
705399.7324,5372638.01,530.4108232
708576.1533,5373180.005,549.8297021
704990.523,5375049.769,607.7815837
708166.3352,5375591.6,546.2059198
705397.0235,5372657.864,530.5796714
708573.4485,5373199.859,549.8418776
704987.7728,5375069.618,604.4826485
708163.5574,5375611.444,544.6702699
705394.3106,5372677.717,530.7608369
708570.741,5373219.713,549.7774319
704985.0177,5375089.466,602.9941004
708160.7727,5375631.288,543.4953003
705391.5892,5372697.57,530.8906444
708568.026,5373239.565,549.4726747
704982.2588,5375109.313,604.0843471
708157.9813,5375651.13,542.8012972
705388.8577,5372717.421,531.0999389
708565.2987,5373259.416,548.8555834
704979.4894,5375129.159,606.5169415
705386.1021,5372737.269,531.3755227
708562.5469,5373279.264,548.355028
704976.7036,5375149.003,607.6256742
705383.3237,5372757.114,531.4936289
708559.7642,5373299.108,548.3223709
704973.9147,5375168.846,608.1313124
708149.6052,5375710.657,538.7072476
705380.5367,5372776.957,531.5097456
708556.9682,5373318.95,548.7638948
704971.1277,5375188.69,608.3454356
708146.8152,5375730.5,537.4372838
705377.7453,5372796.801,531.4458245
708554.1632,5373338.79,549.5718128
704968.3463,5375208.535,608.512243
708144.0213,5375750.342,537.5364219
705374.9538,5372816.644,531.4509223
708551.3514,5373358.63,551.0581957
704965.5734,5375228.38,609.3580245
708141.2325,5375770.185,537.5443379
705372.1651,5372836.487,531.4096402
708548.537,5373378.469,553.2626888
704962.8109,5375248.227,611.0893228
708138.5038,5375789.677,537.5168275
705369.3802,5372856.331,531.231199
708545.7311,5373398.31,554.955186
704960.0646,5375268.076,613.1156984
708135.7209,5375809.602,537.5735757
705366.6132,5372876.178,531.1461658
708542.9454,5373418.153,555.8013692
704957.3387,5375287.928,614.9870861
708132.917,5375829.72,537.9752967
705363.8627,5372896.026,531.2327556
704954.6253,5375307.782,617.2904587
708130.1619,5375849.567,538.1999507
705361.1167,5372915.875,531.4383709
704951.9202,5375327.636,620.607665
708127.4186,5375869.416,538.1525147
705358.3709,5372935.725,531.6174872
708124.6851,5375889.266,538.0565573
704949.2201,5375347.491,624.2609731
705355.6228,5372955.573,531.6989914
708121.9592,5375909.117,537.9019147
704946.5217,5375367.347,628.0577348
705352.8698,5372975.422,531.8565578
708119.2408,5375928.969,537.5176382
704943.8229,5375387.202,631.7513269
705350.1118,5372995.269,532.0473251
708116.5295,5375948.822,537.1007553
704941.1176,5375407.057,634.8068407
705347.3393,5373015.115,532.1925153
704938.4,5375426.91,637.1591638
705344.5485,5373034.958,532.3324668
704935.6747,5375446.762,639.5306052
705341.7541,5373054.801,532.4176673
704932.9447,5375466.613,642.4639802
705338.9607,5373074.644,532.5520335
708515.5868,5373616.652,561.9777426
704930.2674,5375486.021,645.9754781
705336.1718,5373094.487,532.730114
708512.8564,5373636.502,561.8834011
704927.4921,5375506.094,649.602938
705333.3894,5373114.332,532.894732
704924.7119,5375526.161,653.2053184
705330.6149,5373134.177,532.9907274
704921.9555,5375546.009,655.6570306
705327.8591,5373154.025,533.0851383
704919.1976,5375565.856,656.5812178
705325.1206,5373173.875,533.1988105
704916.4335,5375585.703,657.7093295
705322.3921,5373193.727,533.3332228
704913.6557,5375605.548,660.9560494
705319.6633,5373213.578,533.5201381
708496.2119,5373755.571,558.4566708
704910.8674,5375625.392,665.6130459
705316.9311,5373233.429,533.7029275
708493.4251,5373775.414,556.6834433
704908.1379,5375644.642,668.8720581
705314.1909,5373253.279,533.8605111
708490.6412,5373795.257,555.2855723
704905.2651,5375664.812,671.1385236
705311.4451,5373273.128,534.0083543
708487.859,5373815.101,554.7400213
704902.3969,5375684.909,673.028984
705308.6754,5373292.974,534.1265779
704899.625,5375704.05,674.7670861
705305.8854,5373312.818,534.2488491
704896.6987,5375724.229,677.1933036
705303.0843,5373332.659,534.2538445
704893.7733,5375744.405,679.2096156
705300.2842,5373352.501,533.9954585
704890.9038,5375764.238,680.2432419
705297.4898,5373372.344,533.4921415
704888.0459,5375784.072,680.887822
705294.7054,5373392.188,532.9149065
704885.2047,5375803.908,681.6121189
705291.9311,5373412.034,532.5287066
704882.3861,5375823.748,683.0605191
705289.1804,5373431.882,532.5693536
704879.5977,5375843.591,685.3210637
705286.4571,5373451.734,532.9417811
704876.8365,5375863.438,687.6307737
705283.7494,5373471.589,533.2130575
704874.0979,5375883.289,689.3043927
705281.0407,5373491.443,533.2857651
708457.654,5374033.435,548.8188945
704871.3761,5375903.141,690.2446474
705278.3243,5373511.296,533.3471276
