,time,distance,dh_fit_dx,gt,spot,w_surface_window_final,h_mean,dh_fit_dy,n_fit_photons,pflags,cycle,h_sigma,rgt,rms_misfit,delta_time,segment_id,doy,decyear,dowy,x,y,geometry
3104,2019-07-11T10:32:34.717999,5395227.6931804875,-0.015701019807407013,30,3,3.0,529.657438136372,0.0,73,0,4,0.024524064919928413,204,0.2095327364588684,48076354.718304,269058,192,2019.5244912074454,284,708686.3400065431,5371719.0930345,POINT (708686.3400065431 5371719.0930345)
3106,2019-07-11T10:32:34.719002,5395107.474060084,0.06932095435130936,10,5,4.9883331211318,759.0434557995924,0.0,111,4,4,0.08443553352454167,204,0.8317195892729095,48076354.71884542,269052,192,2019.5244912074772,284,705510.4488615775,5371177.119855825,POINT (705510.4488615775 5371177.119855825)
3110,2019-07-11T10:32:34.721001,5395247.729699869,-0.012601329194697364,30,3,3.0,529.3535567576732,0.0,64,0,4,0.02344419542725288,204,0.1852553404046862,48076354.721117824,269059,192,2019.5244912075407,284,708683.7871991426,5371738.966966298,POINT (708683.7871991426 5371738.966966298)
3112,2019-07-11T10:32:34.722000,5395127.510580642,-0.002666158938057883,10,5,3.0,759.3903276489889,0.0,93,0,4,0.03043627708057593,204,0.29244227647087623,48076354.72165828,269053,192,2019.5244912075723,284,705507.9295831125,5371196.999044118,POINT (705507.9295831125 5371196.999044118)
3116,2019-07-11T10:32:34.723999,5395267.766219053,0.006013425277849427,30,3,3.0,529.2862278554074,0.0,75,0,4,0.03467616372473968,204,0.30025489584739123,48076354.723749906,269060,192,2019.5244912076357,284,708681.3656251177,5371757.54529291,POINT (708681.3656251177 5371757.54529291)
3118,2019-07-11T10:32:34.723999,5395147.547101004,-0.037932932043778234,10,5,3.0,758.9489535676299,0.0,83,0,4,0.03222846633178816,204,0.2863590998491566,48076354.72446803,269054,192,2019.5244912076357,284,705505.3987683562,5371216.876804207,POINT (705505.3987683562 5371216.876804207)
3122,2019-07-11T10:32:34.726002,5395287.802738041,0.06916946782072042,30,3,3.0,530.0859225238337,0.0,57,0,4,0.06600384207212258,204,0.4042336297231286,48076354.726411596,269061,192,2019.5244912076992,284,708678.9021729422,5371776.307107188,POINT (708678.9021729422 5371776.307107188)
3124,2019-07-11T10:32:34.727001,5395167.5836211685,-0.04714911786296927,10,5,3.0,758.0928550962475,0.0,74,0,4,0.03154824851053452,204,0.27128069711164704,48076354.72727552,269055,192,2019.524491207731,284,705502.849642369,5371236.752067297,POINT (705502.849642369 5371236.752067297)
3128,2019-07-11T10:32:34.730000,5395307.839256832,0.050605476462278975,30,3,3.0,531.5088877525967,0.0,40,0,4,0.04953026846462762,204,0.3055663418166921,48076354.72957154,269062,192,2019.524491207826,284,708675.9635241567,5371798.567413682,POINT (708675.9635241567 5371798.567413682)
3130,2019-07-11T10:32:34.730000,5395187.620141138,-0.04204751071860313,10,5,3.0,757.1942882825659,0.0,69,0,4,0.03259264399510778,204,0.26814991426109874,48076354.730082035,269056,192,2019.524491207826,284,705500.2748908564,5371256.623996936,POINT (705500.2748908564 5371256.623996936)
3133,2019-07-11T10:32:34.731998,5395327.875775428,-0.005393719505172534,30,3,3.0,532.017718300247,0.0,61,0,4,0.02603151595201224,204,0.20033589045265812,48076354.732388295,269063,192,2019.5244912078892,284,708673.3426164698,5371818.43273848,POINT (708673.3426164698 5371818.43273848)
3135,2019-07-11T10:32:34.733002,5395207.656660911,-0.0507635735937666,10,5,3.0,756.2688159958994,0.0,62,0,4,0.034588734808763934,204,0.27167329431779014,48076354.73288778,269057,192,2019.524491207921,284,705497.6781044763,5371276.4930056175,POINT (705497.6781044763 5371276.493005618)
3139,2019-07-11T10:32:34.735001,5395347.912293826,-0.014503571465193765,30,3,3.0,531.8371209439557,0.0,65,0,4,0.028841560884074597,204,0.23240391678198472,48076354.73520208,269064,192,2019.5244912079845,284,708670.7268558308,5371838.2985071875,POINT (708670.7268558308 5371838.298507188)
3140,2019-07-11T10:32:34.736000,5395227.6931804875,-0.036034297905447765,10,5,3.0,755.4069898560649,0.0,66,0,4,0.03568120514793547,204,0.28942161993086646,48076354.7356932,269058,192,2019.5244912080163,284,705495.060140344,5371296.3591867145,POINT (705495.060140344 5371296.359186715)
3144,2019-07-11T10:32:34.737999,5395367.948812028,-0.04725839966900591,30,3,3.0,531.2288459342923,0.0,46,0,4,0.034986609427128515,204,0.2311907555557962,48076354.73801392,269065,192,2019.5244912080796,284,708668.1235953656,5371858.1659931345,POINT (708668.1235953656 5371858.165993134)
3145,2019-07-11T10:32:34.737999,5395247.729699869,-0.08041337694488337,10,5,3.0,754.250238975663,0.0,62,0,4,0.04062041898101533,204,0.3192190374709459,48076354.738496564,269059,192,2019.5244912080796,284,705492.4102461338,5371316.221161768,POINT (705492.4102461338 5371316.221161768)
3150,2019-07-11T10:32:34.741001,5395387.985330036,-0.05182013587218304,30,3,3.0,530.2354688134491,0.0,20,0,4,0.05442810200285003,204,0.17847213409669613,48076354.7408236,269066,192,2019.5244912081748,284,708665.5431684363,5371878.0365691185,POINT (708665.5431684363 5371878.036569118)
3151,2019-07-11T10:32:34.741001,5395267.766219053,-0.0807412000136476,10,5,3.0,752.5816560888563,0.0,58,0,4,0.03661736757998157,204,0.2783124180307842,48076354.741296485,269060,192,2019.5244912081748,284,705489.7122541744,5371336.076803775,POINT (705489.7122541744 5371336.076803775)
3154,2019-07-11T10:32:34.743999,5395408.021847845,-0.006800369415076224,30,3,3.0,529.9411632744449,0.0,80,0,4,0.023825065853104645,204,0.21284442103282972,48076354.743601084,269067,192,2019.5244912082699,284,708663.0114139544,5371897.663968738,POINT (708663.0114139544 5371897.663968738)
3156,2019-07-11T10:32:34.743999,5395287.802738041,-0.06099899737298631,10,5,3.0,751.2157140881013,0.0,60,0,4,0.036992774786578385,204,0.28638569384298834,48076354.74409743,269061,192,2019.5244912082699,284,705487.0004039982,5371355.930546129,POINT (705487.0004039982 5371355.930546129)
3158,2019-07-11T10:32:34.745998,5395428.058365458,0.014136290302973253,30,3,3.0,530.2402686555595,0.0,107,0,4,0.03344349092543881,204,0.29400210161256823,48076354.74643131,269068,192,2019.5244912083333,284,708660.4352009913,5371917.64383215,POINT (708660.4352009913 5371917.64383215)
3160,2019-07-11T10:32:34.747002,5395307.839256832,-0.05767624340518496,10,5,3.0,750.040274743291,0.0,67,0,4,0.034597744796268384,204,0.28266659100757946,48076354.746899806,269062,192,2019.5244912083651,284,705484.2971241573,5371375.785290412,POINT (705484.2971241573 5371375.785290412)
3163,2019-07-11T10:32:34.749001,5395448.094882876,0.053617737211845595,30,3,3.0,531.0474906603042,0.0,62,0,4,0.028231647879003275,204,0.2217312761032859,48076354.74926874,269069,192,2019.5244912084286,284,708657.8539106869,5371937.654800016,POINT (708657.8539106869 5371937.654800016)
3165,2019-07-11T10:32:34.750000,5395327.875775428,-0.07420211767860785,10,5,3.0,748.6851659142592,0.0,73,0,4,0.03078015583628802,204,0.26255475912969994,48076354.74970298,269063,192,2019.5244912084602,284,705481.6171916325,5371395.643270494,POINT (705481.6171916325 5371395.643270494)
3168,2019-07-11T10:32:34.751999,5395468.131400096,0.019912759757845455,30,3,3.0,531.8212949573801,0.0,54,0,4,0.03299412914061064,204,0.24156288933261727,48076354.75208773,269070,192,2019.5244912085236,284,708655.2912487085,5371957.527643441,POINT (708655.2912487085 5371957.527643441)
3170,2019-07-11T10:32:34.752998,5395347.912293826,-0.0997687569524155,10,5,3.0,746.9336476774973,0.0,64,0,4,0.0338739677653858,204,0.2684650254607058,48076354.7525062,269064,192,2019.5244912085552,284,705478.9639339526,5371415.504784708,POINT (705478.9639339526 5371415.504784708)
3175,2019-07-11T10:32:34.755001,5395367.948812028,-0.09426063037153654,10,5,3.0,745.0096333425133,0.0,42,0,4,0.06203517937881659,204,0.2928771671416518,48076354.755310856,269065,192,2019.5244912086187,284,705476.3467397393,5371435.3708816385,POINT (705476.3467397393 5371435.370881638)
3180,2019-07-11T10:32:34.757999,5395387.985330036,-0.13890034432816956,10,5,3.6934186054386533,742.759905949073,0.0,50,4,4,0.10571856236721006,204,0.7354047062609734,48076354.757983744,269066,192,2019.524491208714,284,705473.8931498894,5371454.302233288,POINT (705473.8931498894 5371454.302233288)
3184,2019-07-11T10:32:34.759998,5395528.240950581,-0.0194557499873369,30,3,3.0,531.2319529524094,0.0,90,0,4,0.0271057055593384,204,0.24967909171120992,48076354.760107234,269073,192,2019.5244912087771,284,708647.987968002,5372014.073876745,POINT (708647.987968002 5372014.073876745)
3186,2019-07-11T10:32:34.761002,5395408.021847845,-0.20279089226774594,10,5,5.207206725593517,738.9153834465976,0.0,57,4,4,0.10233389647636773,204,0.6741636326519918,48076354.76083556,269067,192,2019.524491208809,284,705471.3683989402,5371474.522585784,POINT (705471.3683989402 5371474.522585784)
3189,2019-07-11T10:32:34.763000,5395548.277467016,-0.023958028253159513,30,3,3.0,530.7423186900598,0.0,77,0,4,0.03218883120402708,204,0.27896629404651596,48076354.76299616,269074,192,2019.5244912088724,284,708645.3406291472,5372034.425000966,POINT (708645.3406291472 5372034.425000966)
3191,2019-07-11T10:32:34.764000,5395428.058365458,-0.19699208390403689,10,5,5.060390316370779,734.8653903542686,0.0,45,0,4,0.051565629631332405,204,0.34396639342271806,48076354.76372687,269068,192,2019.524491208904,284,705468.8449119936,5371495.016117029,POINT (705468.8449119936 5371495.016117029)
3194,2019-07-11T10:32:34.765999,5395568.313983256,-0.021423911825639408,30,3,3.0,530.2201780676626,0.0,34,0,4,0.06186398361762783,204,0.2085366990483488,48076354.76618607,269075,192,2019.5244912089674,284,708642.4130182595,5372056.883281589,POINT (708642.4130182595 5372056.883281589)
3196,2019-07-11T10:32:34.766998,5395448.094882876,-0.17710482585059584,10,5,4.557394546858811,731.2183554627949,0.0,48,0,4,0.05409819129831025,204,0.3747918340880002,48076354.76653631,269069,192,2019.5244912089993,284,705466.4094716125,5371514.906530032,POINT (705466.4094716125 5371514.906530032)
3200,2019-07-11T10:32:34.769001,5395588.350499298,-0.05029097510853009,30,3,3.0,529.3390062504229,0.0,59,0,4,0.03774274384382905,204,0.28532769828170573,48076354.76890598,269076,192,2019.5244912090627,284,708639.9219125339,5372076.034069897,POINT (708639.9219125339 5372076.034069897)
3206,2019-07-11T10:32:34.771999,5395608.387015145,-0.06789499110289099,30,3,3.0,527.9208784604243,0.0,67,0,4,0.06327133515746053,204,0.36455682159154473,48076354.77175772,269077,192,2019.5244912091578,284,708637.3157383858,5372096.124191936,POINT (708637.3157383858 5372096.124191936)
3207,2019-07-11T10:32:34.771999,5395488.16791712,-0.13187246887040427,10,5,3.4179086839877453,724.846066834068,0.0,33,0,4,0.04284435456915889,204,0.23472017409044577,48076354.7721624,269071,192,2019.5244912091578,284,705461.4979714531,5371554.681687372,POINT (705461.4979714531 5371554.681687372)
3212,2019-07-11T10:32:34.775002,5395628.423530796,-0.1411624123154036,30,3,3.651225134773724,525.6504818646976,0.0,23,0,4,0.13825746565975425,204,0.6593199502630336,48076354.774646334,269078,192,2019.524491209253,284,708634.6844542767,5372116.496153853,POINT (708634.6844542767 5372116.496153853)
3213,2019-07-11T10:32:34.775002,5395508.204433949,-0.13432767837623416,10,5,3.479524148808922,722.166892310278,0.0,35,0,4,0.06339666063251302,204,0.2282625539581581,48076354.77497856,269072,192,2019.524491209253,284,705459.0078266233,5371574.564934853,POINT (705459.0078266233 5371574.564934853)
3218,2019-07-11T10:32:34.777000,5395648.46004625,-0.21823433200945352,30,3,5.598479962904937,522.1876711576444,0.0,14,0,4,0.14425577047165314,204,0.5027476010344295,48076354.77745924,269079,192,2019.5244912093162,284,708632.1353853397,5372136.371071199,POINT (708632.1353853397 5372136.371071199)
3219,2019-07-11T10:32:34.778000,5395528.240950581,-0.17780837640680103,10,5,4.575173447874729,718.5349330089043,0.0,60,0,4,0.035653966615534466,204,0.271982440686675,48076354.77779171,269073,192,2019.524491209348,284,705456.4461088689,5371594.438479469,POINT (705456.4461088689 5371594.438479469)
3222,2019-07-11T10:32:34.779999,5395668.496561508,-0.05631314740327564,30,3,3.0,518.4540828185686,0.0,36,0,4,0.06040853330990231,204,0.2174868730191575,48076354.78027077,269080,192,2019.5244912094115,284,708629.5968765498,5372156.246387269,POINT (708629.5968765498 5372156.246387269)
3224,2019-07-11T10:32:34.780998,5395548.277467016,-0.1701080859696087,10,5,4.380656884346186,715.1263125626547,0.0,84,0,4,0.03877662154272423,204,0.3176102039248543,48076354.78060428,269074,192,2019.524491209443,284,705453.8032510953,5371614.301452967,POINT (705453.8032510953 5371614.301452967)
3226,2019-07-11T10:32:34.783001,5395688.533076569,-0.041993861904864094,30,3,3.0,517.4908516251764,0.0,42,0,4,0.05124404303505911,204,0.2256898550434581,48076354.78309226,269081,192,2019.5244912095066,284,708627.0582190787,5372176.122931077,POINT (708627.0582190787 5372176.122931077)
3228,2019-07-11T10:32:34.783001,5395568.313983256,-0.17575374985015868,10,5,4.523256092847785,711.8258606188867,0.0,49,0,4,0.05984634783341035,204,0.4185682162684067,48076354.78341666,269075,192,2019.5244912095066,284,705451.1023164892,5371634.156557192,POINT (705451.1023164892 5371634.156557192)
3232,2019-07-11T10:32:34.785999,5395708.569591435,0.04458087823871315,30,3,3.0,518.4579528116426,0.0,81,0,4,0.03002364730273055,204,0.2661944484090071,48076354.78584421,269082,192,2019.5244912096016,284,708624.5751060052,5372195.464246142,POINT (708624.5751060052 5372195.464246142)
3234,2019-07-11T10:32:34.785999,5395588.350499298,-0.27820012010539275,10,5,7.120416014476646,707.257128706692,0.0,38,0,4,0.08253261635132013,204,0.48136251661835483,48076354.78622466,269076,192,2019.5244912096016,284,705448.3745049335,5371654.008135015,POINT (705448.3745049335 5371654.008135015)
3238,2019-07-11T10:32:34.789001,5395728.6061061025,0.022605534417941997,30,3,3.0,518.8747105475501,0.0,108,0,4,0.035680743059684335,204,0.31435695006875375,48076354.78870432,269083,192,2019.5244912096969,284,708621.9909908362,5372215.590114821,POINT (708621.9909908362 5372215.590114821)
3240,2019-07-11T10:32:34.789001,5395608.387015145,-0.3440606662198511,10,5,8.794836707777131,700.694523139388,0.0,32,0,4,0.1316205867659545,204,0.7404050637744468,48076354.78902582,269077,192,2019.5244912096969,284,705445.6447195109,5371673.8594664,POINT (705445.6447195109 5371673.8594664)
3244,2019-07-11T10:32:34.792000,5395748.642620576,-0.004758707751284286,30,3,3.0,518.9302720903212,0.0,70,0,4,0.01792318931820899,204,0.14901506619708207,48076354.79156588,269084,192,2019.524491209792,284,708619.3989477447,5372235.744975472,POINT (708619.3989477447 5372235.744975472)
3245,2019-07-11T10:32:34.792000,5395628.423530796,-0.5186286906142863,10,5,13.239164892781307,692.0557083562559,0.0,30,0,4,0.23990488234969462,204,1.300645499643236,48076354.79181974,269078,192,2019.524491209792,284,705442.9245435472,5371693.71205364,POINT (705442.9245435472 5371693.71205364)
3249,2019-07-11T10:32:34.793999,5395768.679134852,-0.013745004362834434,30,3,3.0,518.7226966262351,0.0,72,0,4,0.022501826932282337,204,0.19058073868317885,48076354.79438465,269085,192,2019.5244912098553,284,708616.8332092644,5372255.617446489,POINT (708616.8332092644 5372255.617446489)
3250,2019-07-11T10:32:34.794998,5395648.46004625,-0.6154037820688183,10,5,15.704709043752544,680.2316590409695,0.0,28,0,4,0.14586247536925578,204,0.7716075392309636,48076354.794602424,269079,192,2019.524491209887,284,705440.2315530309,5371713.568149742,POINT (705440.2315530309 5371713.568149742)
3254,2019-07-11T10:32:34.797001,5395788.715648932,0.0033511366226376404,30,3,3.0,518.5746721268816,0.0,78,0,4,0.021545008048582035,204,0.18881151350863218,48076354.7972019,269086,192,2019.5244912099506,284,708614.2559807629,5372275.488445539,POINT (708614.2559807629 5372275.488445539)
3255,2019-07-11T10:32:34.797001,5395668.496561508,-0.5841083410273944,10,5,14.907313028552505,668.2840853175737,0.0,21,0,4,0.14582570077269613,204,0.6284998800416786,48076354.79738574,269080,192,2019.5244912099506,284,705437.5789648315,5371733.429836387,POINT (705437.5789648315 5371733.429836387)
3259,2019-07-11T10:32:34.799999,5395808.752162816,0.011695890395670316,30,3,3.0,518.7041803113289,0.0,71,0,4,0.014871131266370073,204,0.12530634129368318,48076354.800018676,269087,192,2019.5244912100457,284,708611.6545849561,5372295.356179004,POINT (708611.6545849561 5372295.356179004)
3260,2019-07-11T10:32:34.799999,5395688.533076569,-0.5490934767773012,10,5,14.015233566456999,656.9067688242118,0.0,16,0,4,0.16033690702126885,204,0.6049825862155566,48076354.800172545,269081,192,2019.5244912100457,284,705434.9753491923,5371753.297589201,POINT (705434.9753491923 5371753.297589201)
3264,2019-07-11T10:32:34.803001,5395828.788676504,0.014934870139128531,30,3,3.0,518.9570418688842,0.0,42,0,4,0.02150256941000158,204,0.10568720386139288,48076354.80283478,269088,192,2019.524491210141,284,708609.0304861187,5372315.220793087,POINT (708609.0304861187 5372315.220793087)
3267,2019-07-11T10:32:34.805000,5395848.825189996,0.0038738908932081095,30,3,3.0,519.1511530765409,0.0,41,0,4,0.026214493875678174,204,0.1648926746554559,48076354.80549579,269089,192,2019.5244912102041,284,708606.5354387405,5372334.008742785,POINT (708606.5354387405 5372334.008742785)
3269,2019-07-11T10:32:34.806000,5395728.6061061025,-0.5338990857984491,10,5,13.628156148001462,633.53327456286,0.0,13,0,4,0.21562978687337633,204,0.656071010245043,48076354.805747405,269083,192,2019.524491210236,284,705429.9736717469,5371793.060885539,POINT (705429.9736717469 5371793.060885539)
3272,2019-07-11T10:32:34.807999,5395868.86170329,-0.002319617103590854,30,3,3.0,519.1499249896709,0.0,57,0,4,0.021491562376434035,204,0.15717800699569393,48076354.808376856,269090,192,2019.5244912102994,284,708603.8270685909,5372354.367279326,POINT (708603.8270685909 5372354.367279326)
3274,2019-07-11T10:32:34.808998,5395748.642620576,-0.46201205627916675,10,5,11.797170458884091,624.818371827073,0.0,21,0,4,0.22503890061394846,204,0.847944591881639,48076354.808543704,269084,192,2019.524491210331,284,705427.4915908449,5371812.944971001,POINT (705427.4915908449 5371812.944971001)
3276,2019-07-11T10:32:34.811001,5395888.898216389,-0.061123586202770586,30,3,3.0,518.5997603190843,0.0,40,0,4,0.06573917137685255,204,0.4120605790649977,48076354.811266184,269091,192,2019.5244912103944,284,708601.1082812941,5372374.808351872,POINT (708601.1082812941 5372374.808351872)
3280,2019-07-11T10:32:34.813999,5395908.934729291,-0.11981901273633522,30,3,3.1159913964351587,516.8187948758082,0.0,41,0,4,0.04946262648124014,204,0.2986242688019247,48076354.81406717,269092,192,2019.5244912104895,284,708598.4718822925,5372394.671177883,POINT (708598.4718822925 5372394.671177883)
3282,2019-07-11T10:32:34.813999,5395788.715648932,-0.5822098579007413,10,5,14.858942598609204,608.3375767141973,0.0,11,0,4,0.15477569862738677,204,0.5037575832528727,48076354.81413261,269086,192,2019.5244912104895,284,705422.4991534399,5371852.709534133,POINT (705422.4991534399 5371852.709534133)
3284,2019-07-11T10:32:34.817001,5395928.971241997,-0.07216744988832424,30,3,3.0,514.8964810944515,0.0,31,0,4,0.07394666474479968,204,0.23417956202911766,48076354.816866696,269093,192,2019.5244912105848,284,708595.8364009698,5372414.534483877,POINT (708595.8364009698 5372414.534483877)
3285,2019-07-11T10:32:34.817001,5395808.752162816,-0.5192630576573887,10,5,13.255324004600958,598.0841031124565,0.0,21,0,4,0.18363416784271805,204,0.7853425129328407,48076354.81691444,269087,192,2019.5244912105848,284,705419.9728505742,5371872.587701668,POINT (705419.9728505742 5371872.587701668)
3289,2019-07-11T10:32:34.820000,5395949.007754507,0.022300178680303318,30,3,3.0,515.0118772498843,0.0,89,0,4,0.01948118947315755,204,0.17826752263522996,48076354.81955414,269094,192,2019.5244912106798,284,708593.3065637456,5372433.556937454,POINT (708593.3065637456 5372433.556937454)
3290,2019-07-11T10:32:34.820000,5395828.788676504,-0.3119518039405804,10,5,7.978245899026746,590.7300054391799,0.0,14,0,4,0.26436599625046303,204,0.8910775283236692,48076354.81970199,269088,192,2019.5244912106798,284,705417.3844318361,5371892.457730838,POINT (705417.3844318361 5371892.457730838)
3291,2019-07-11T10:32:34.821999,5393404.36909516,0.27930061887306845,20,6,7.148375435788205,830.3562114397487,0.0,21,0,4,0.12120521639869149,204,0.5518196019448198,48076354.82166972,268967,192,2019.5244912107432,284,705824.0357446966,5369500.568282259,POINT (705824.0357446966 5369500.568282259)
3293,2019-07-11T10:32:34.821999,5395969.04426682,0.024770560006181053,30,3,3.0,515.4868119344495,0.0,117,0,4,0.017194163207071497,204,0.1499425468312748,48076354.82240979,269095,192,2019.5244912107432,284,708590.6323440481,5372453.7746149395,POINT (708590.6323440481 5372453.774614939)
3294,2019-07-11T10:32:34.825001,5393424.405632404,0.2666929266190605,20,6,6.828113455053014,835.7128515354882,0.0,22,0,4,0.10083199745655522,204,0.4651312764716967,48076354.824503295,268968,192,2019.5244912108385,284,705821.3537891991,5369520.42620981,POINT (705821.3537891991 5369520.42620981)
3295,2019-07-11T10:32:34.825001,5395989.080778936,0.014058189216601402,30,3,3.0,515.8456986790582,0.0,73,0,4,0.016825226927372147,204,0.1432153151600445,48076354.82528501,269096,192,2019.5244912108385,284,708587.9398701261,5372474.125214341,POINT (708587.9398701261 5372474.125214341)
3297,2019-07-11T10:32:34.827000,5393444.44216945,0.33164843356390517,20,6,8.479119523367935,841.3621369791324,0.0,18,0,4,0.11371833211142159,204,0.46449882823172106,48076354.827335134,268969,192,2019.5244912109017,284,705818.6662336965,5369540.283271809,POINT (705818.6662336965 5369540.283271809)
3298,2019-07-11T10:32:34.827999,5396009.117290857,0.009911482567202201,30,3,3.0,516.0841672947198,0.0,91,0,4,0.01631034205795405,204,0.15553028499496588,48076354.828093275,269097,192,2019.5244912109335,284,708585.307636893,5372493.988890081,POINT (708585.307636893 5372493.988890081)
3301,2019-07-11T10:32:34.830002,5393464.478706302,0.2820339178177127,20,6,7.217821468949507,847.540750143399,0.0,22,0,4,0.12626530866759494,204,0.5897668924888307,48076354.830165185,268970,192,2019.524491210997,284,705815.9783386796,5369560.140195104,POINT (705815.9783386796 5369560.140195104)
3302,2019-07-11T10:32:34.831001,5395908.934729291,-0.05312626136779475,10,5,3.0,575.4538059701919,0.0,19,0,4,0.10308045095634925,204,0.29076298677143125,48076354.83087666,269092,192,2019.5244912110286,284,705406.6839572256,5371971.891913419,POINT (705406.6839572256 5371971.891913419)
3303,2019-07-11T10:32:34.831001,5396029.153802581,0.006188027726885981,30,3,3.0,516.2491902924583,0.0,53,0,4,0.03764844500931335,204,0.14386689102217118,48076354.83090331,269098,192,2019.5244912110286,284,708582.6710864308,5372513.852377848,POINT (708582.6710864308 5372513.852377848)
3306,2019-07-11T10:32:34.833000,5393484.515242957,0.21153626624307442,20,6,5.428733518198023,852.5780253700133,0.0,25,0,4,0.09044295979189527,204,0.45139668187660975,48076354.83298963,268971,192,2019.524491211092,284,705813.2972138932,5369579.998080333,POINT (705813.2972138932 5369579.998080333)
3307,2019-07-11T10:32:34.834000,5396049.1903141085,0.007139569530952405,30,3,3.0,516.4361724395388,0.0,86,0,4,0.01741036419127769,204,0.16126667602066286,48076354.833621114,269099,192,2019.5244912111239,284,708580.1143845273,5372533.028579051,POINT (708580.1143845273 5372533.028579051)
3308,2019-07-11T10:32:34.834000,5395928.971241997,-0.032306217213580624,10,5,3.0,574.5358044384889,0.0,19,0,4,0.09722899754734336,204,0.2757359676040556,48076354.83368059,269093,192,2019.5244912111239,284,705403.9945382832,5371991.748998558,POINT (705403.9945382832 5371991.748998558)
3310,2019-07-11T10:32:34.835999,5393504.5517794145,0.18684327256617816,20,6,4.803594392162433,856.6307767117237,0.0,18,0,4,0.10909159364975342,204,0.4380246783980565,48076354.83580966,268972,192,2019.5244912111873,284,705810.6257155911,5369599.857322801,POINT (705810.6257155911 5369599.857322801)
3311,2019-07-11T10:32:34.835999,5396069.22682544,0.005889395074333503,30,3,3.0,516.5508737658196,0.0,103,0,4,0.024961569372347878,204,0.1660712528091244,48076354.83647178,269100,192,2019.5244912111873,284,708577.4328184391,5372553.129646388,POINT (708577.4328184391 5372553.129646388)
3314,2019-07-11T10:32:34.839001,5393524.588315677,0.1828278410816928,20,6,4.702052224139694,860.3763081454362,0.0,15,0,4,0.11681617979324332,204,0.4289187987492899,48076354.83862787,268973,192,2019.5244912112823,284,705807.9765052813,5369619.719299827,POINT (705807.9765052813 5369619.719299827)
3315,2019-07-11T10:32:34.839001,5396089.263336576,-0.001784402889774661,30,3,3.0,516.583935509462,0.0,94,0,4,0.018302324163042293,204,0.1773924602610992,48076354.839299016,269101,192,2019.5244912112823,284,708574.757737381,5372573.019633174,POINT (708574.757737381 5372573.019633174)
3316,2019-07-11T10:32:34.839001,5395969.04426682,0.10011190563302685,10,5,9.13831094590242,576.3037749021166,0.0,16,0,4,0.3028710132588582,204,1.1361033417991673,48076354.83930854,269095,192,2019.5244912112823,284,705398.677109061,5372031.47025498,POINT (705398.677109061 5372031.47025498)
3319,2019-07-11T10:32:34.841000,5393544.624851742,0.17201853148051516,20,6,4.428901377456912,863.9501886355448,0.0,28,0,4,0.08018219074860826,204,0.4124683654089463,48076354.84144538,268974,192,2019.5244912113458,284,705805.3630201857,5369639.5860751355,POINT (705805.3630201857 5369639.586075136)
3320,2019-07-11T10:32:34.841999,5396109.299847514,-0.00479240983670759,30,3,3.0,516.5108050876734,0.0,91,0,4,0.023487816866997357,204,0.1744364649011834,48076354.84212517,269102,192,2019.5244912113774,284,708572.0675348802,5372592.861296417,POINT (708572.0675348802 5372592.861296417)
3323,2019-07-11T10:32:34.844002,5393564.661387613,0.17576995401925677,20,6,4.523665505176379,867.4292861699495,0.0,36,0,4,0.07199457827511957,204,0.43122218878622354,48076354.844263375,268975,192,2019.524491211441,284,705802.7697596822,5369659.455623332,POINT (705802.7697596822 5369659.455623332)
3324,2019-07-11T10:32:34.845001,5396129.336358258,-0.013401014160338454,30,3,3.0,516.4219574536477,0.0,75,0,4,0.031592561025745335,204,0.21345416839030507,48076354.84501606,269103,192,2019.5244912114727,284,708569.3184573748,5372613.144361583,POINT (708569.3184573748 5372613.144361583)
3327,2019-07-11T10:32:34.847000,5393584.697923286,0.18306752845450447,20,6,4.708112399737632,871.0209985878901,0.0,27,0,4,0.09018648050928581,204,0.4237706282420251,48076354.847083226,268976,192,2019.524491211536,284,705800.1859547643,5369679.326387561,POINT (705800.1859547643 5369679.326387561)
3328,2019-07-11T10:32:34.848000,5396149.372868804,-0.02643573247431985,30,3,3.0,516.0665377236776,0.0,84,0,4,0.024302247128239956,204,0.19399157339532686,48076354.84784602,269104,192,2019.5244912115677,284,708566.6438604877,5372633.002409673,POINT (708566.6438604877 5372633.002409673)
3331,2019-07-11T10:32:34.849998,5393604.734458762,0.19630832467194015,20,6,5.043082699385813,874.8339532738618,0.0,23,0,4,0.07603739582141691,204,0.35924607911394446,48076354.84990628,268977,192,2019.5244912116311,284,705797.6068440563,5369699.1977099925,POINT (705797.6068440563 5369699.197709993)
3332,2019-07-11T10:32:34.851002,5396169.4093791535,-0.006101599513390288,30,3,3.0,515.8231008441812,0.0,100,0,4,0.020740388011324152,204,0.2048049252006879,48076354.85067585,269105,192,2019.524491211663,284,708563.9934031991,5372652.863685228,POINT (708563.9934031991 5372652.863685228)
3335,2019-07-11T10:32:34.853001,5393624.770994043,0.18798669355769526,20,6,4.832515775971398,878.6639075946008,0.0,29,0,4,0.07767348539844307,204,0.4173885464716131,48076354.85273151,268978,192,2019.5244912117264,284,705795.0273398871,5369719.069024397,POINT (705795.0273398871 5369719.069024397)
