,time,distance,dh_fit_dx,gt,spot,w_surface_window_final,h_mean,dh_fit_dy,n_fit_photons,pflags,cycle,h_sigma,rgt,rms_misfit,delta_time,segment_id,doy,decyear,dowy,x,y,geometry
9786,2019-08-09T09:08:50.148998,5398791.792531858,0.008427359787340327,10,5,3.0,546.0642018905156,0.0,52,0,4,0.021627497676309716,646,0.15089366254173614,50576930.14905627,269236,221,2019.603783934202,313,708451.2426592249,5373417.9711284805,POINT (708451.2426592249 5373417.971128481)
9789,2019-08-09T09:08:50.152000,5398811.828899467,0.013755397444714434,10,5,3.0,546.3023013819416,0.0,40,0,4,0.022112447145257223,646,0.1398194830950749,50576930.151842006,269237,221,2019.6037839342973,313,708448.6292501532,5373437.843203055,POINT (708448.6292501532 5373437.843203055)
9792,2019-08-09T09:08:50.154999,5398831.86526688,0.009298504378296268,10,5,3.0,546.5345342286616,0.0,35,0,4,0.023345067252100865,646,0.13554512965531737,50576930.15463464,269238,221,2019.6037839343924,313,708446.0127460109,5373457.71472342,POINT (708446.0127460109 5373457.71472342)
9795,2019-08-09T09:08:50.157001,5398851.901634095,0.016288915645324975,10,5,3.0,546.7221647755285,0.0,39,0,4,0.03896779172453973,646,0.2356841201887655,50576930.15743667,269239,221,2019.6037839344558,313,708443.3915830043,5373477.585924507,POINT (708443.3915830043 5373477.585924507)
9798,2019-08-09T09:08:50.160000,5398871.938001114,0.020109772081909227,10,5,3.0,547.0253260913386,0.0,33,0,4,0.05526945587533523,646,0.26023163992551956,50576930.16024933,269240,221,2019.603783934551,313,708440.7743321282,5373497.45732297,POINT (708440.7743321282 5373497.45732297)
9801,2019-08-09T09:08:50.162998,5398891.974367934,0.009529857132886566,10,5,3.0,547.1894320569631,0.0,21,0,4,0.049087686857371804,646,0.21964238134505604,50576930.16308846,269241,221,2019.6037839346461,313,708438.1665947582,5373517.330239508,POINT (708438.1665947582 5373517.330239508)
9804,2019-08-09T09:08:50.166000,5398912.010734558,0.01279742014061025,10,5,3.0,547.422547135956,0.0,30,0,4,0.044655000849550354,646,0.23471005854979823,50576930.165934265,269242,221,2019.6037839347412,313,708435.5593778915,5373537.202766274,POINT (708435.5593778915 5373537.202766274)
9807,2019-08-09T09:08:50.168999,5398932.0471009845,0.0013188848251552976,10,5,3.0,547.5815882045977,0.0,27,0,4,0.04731258780297892,646,0.2395186903223495,50576930.16878818,269243,221,2019.6037839348364,313,708432.939880492,5373557.073965712,POINT (708432.939880492 5373557.073965712)
9810,2019-08-09T09:08:50.172001,5398952.083467214,-0.004143084167561817,10,5,3.0,547.5300998615022,0.0,27,0,4,0.05123581234006146,646,0.24982567650691284,50576930.1716443,269244,221,2019.6037839349315,313,708430.304899964,5373576.942783124,POINT (708430.304899964 5373576.942783124)
9812,2019-08-09T09:08:50.174000,5398972.119833248,0.02380354674533347,10,5,3.0,547.6550576252405,0.0,29,0,4,0.035316038970549045,646,0.18710721582527248,50576930.17450073,269245,221,2019.603783934995,313,708427.6627623986,5373596.811183121,POINT (708427.6627623986 5373596.811183121)
9814,2019-08-09T09:08:50.174999,5396547.718112422,0.014506861686896855,20,6,3.0,536.9150335153848,0.0,10,0,4,0.07400058656706995,646,0.19772616692407302,50576930.17503243,269124,221,2019.6037839350265,313,708840.6067847966,5371205.451588391,POINT (708840.6067847966 5371205.451588391)
9815,2019-08-09T09:08:50.176998,5398992.156199084,0.00743292153343722,10,5,3.0,547.9006109644943,0.0,23,0,4,0.04603838255606258,646,0.22038654128981752,50576930.177354366,269246,221,2019.60378393509,313,708425.0110834575,5373616.678132298,POINT (708425.0110834575 5373616.678132298)
9817,2019-08-09T09:08:50.178001,5396567.754502105,0.013909760990486575,20,6,3.0,537.1891559613756,0.0,12,0,4,0.06540333045935284,646,0.22060131176088352,50576930.177851565,269125,221,2019.6037839351218,313,708837.9874872856,5371225.322587751,POINT (708837.9874872856 5371225.322587751)
9818,2019-08-09T09:08:50.180000,5399012.192564721,0.009356846991493306,10,5,3.0,547.955484653003,0.0,19,0,4,0.0667362286095299,646,0.2865050320526168,50576930.18020171,269247,221,2019.6037839351852,313,708422.3398669886,5373636.542291538,POINT (708422.3398669886 5373636.542291538)
9820,2019-08-09T09:08:50.182999,5399032.228930163,0.003646509530685016,10,5,3.0,548.0004062180487,0.0,18,0,4,0.06544944445603404,646,0.27150121563947116,50576930.18303532,269248,221,2019.6037839352803,313,708419.6416653472,5373656.403360536,POINT (708419.6416653472 5373656.403360536)
9822,2019-08-09T09:08:50.182999,5396607.827280881,-0.000470842452135134,20,6,3.0,537.4346984075232,0.0,14,0,4,0.04762767175170802,646,0.17337158365004057,50576930.1834932,269127,221,2019.6037839352803,313,708832.69612676,5371265.058110706,POINT (708832.69612676 5371265.058110706)
9823,2019-08-09T09:08:50.186001,5399052.265295407,0.006843668626708599,10,5,3.0,548.1729830697927,0.0,16,0,4,0.060278125523822015,646,0.22473082895270485,50576930.18586063,269249,221,2019.6037839353755,313,708416.9406984994,5373676.263210363,POINT (708416.9406984994 5373676.263210363)
9825,2019-08-09T09:08:50.186001,5396627.863669972,0.007650391674425272,20,6,3.0,537.5548000501688,0.0,15,0,4,0.051695474049480335,646,0.1997846507679375,50576930.186314985,269128,221,2019.6037839353755,313,708830.036051374,5371284.92320182,POINT (708830.036051374 5371284.92320182)
9828,2019-08-09T09:08:50.188999,5396647.900058867,-0.005394980756763701,20,6,3.0,537.6849474352438,0.0,14,0,4,0.04798997605559626,646,0.17887337785816096,50576930.189136475,269129,221,2019.6037839354706,313,708827.3746297434,5371304.789075634,POINT (708827.3746297434 5371304.789075634)
9830,2019-08-09T09:08:50.192001,5396667.9364475645,0.008585823552316185,20,6,3.0,537.7446750643618,0.0,11,0,4,0.058646652188457625,646,0.17653528480667213,50576930.19195715,269130,221,2019.6037839355658,313,708824.7135130521,5371324.654593547,POINT (708824.7135130521 5371324.654593547)
9832,2019-08-09T09:08:50.194000,5399112.374389958,-0.05586504467665421,10,5,4.374725565402574,546.9952670537951,0.0,10,0,4,0.11856718137052084,646,0.3545185544454039,50576930.194306895,269252,221,2019.603783935629,313,708408.8363991011,5373735.843023099,POINT (708408.8363991011 5373735.843023099)
9835,2019-08-09T09:08:50.196999,5399132.410754412,-0.05501443886405699,10,5,3.0,545.8882086024245,0.0,12,0,4,0.09040897417875282,646,0.3054994296422834,50576930.1971148,269253,221,2019.6037839357243,313,708406.1485260518,5373755.704550126,POINT (708406.1485260518 5373755.704550126)
9838,2019-08-09T09:08:50.200001,5399152.447118672,-0.1008799481606637,10,5,3.0,544.644487051657,0.0,20,0,4,0.061646610339240654,646,0.23376654810521044,50576930.1999219,269254,221,2019.6037839358194,313,708403.475902689,5373775.568632465,POINT (708403.475902689 5373775.568632465)
9841,2019-08-09T09:08:50.202999,5399172.483482733,-0.07852498210685521,10,5,3.0,542.8286402858669,0.0,41,0,4,0.05150848156939152,646,0.3173530686193373,50576930.202731386,269255,221,2019.6037839359144,313,708400.8237068853,5373795.435802966,POINT (708400.8237068853 5373795.435802966)
9845,2019-08-09T09:08:50.206001,5399192.519846598,-0.055615673045047664,10,5,3.0,541.4804055649549,0.0,34,0,4,0.06601787616884323,646,0.30725818200409494,50576930.205541566,269256,221,2019.6037839360097,313,708398.204528078,5373815.306641408,POINT (708398.204528078 5373815.306641408)
9849,2019-08-09T09:08:50.208000,5399212.5562102655,-0.13702804902497778,10,5,3.5473322609353395,539.2649680153453,0.0,15,0,4,0.10704255570187093,646,0.414544788964175,50576930.208350316,269257,221,2019.6037839360731,313,708395.5800389108,5373835.177192966,POINT (708395.5800389108 5373835.177192966)
9852,2019-08-09T09:08:50.210999,5399232.592573736,-0.0909704641565714,10,5,3.2951705230016466,536.8531938948092,0.0,17,0,4,0.11051950969163081,646,0.45151125702093864,50576930.2111583,269258,221,2019.6037839361682,313,708392.958621131,5373855.047891148,POINT (708392.958621131 5373855.047891148)
9855,2019-08-09T09:08:50.214001,5399252.628937009,-0.047126285193041184,10,5,3.0,535.4913827496476,0.0,21,0,4,0.06979087867647775,646,0.31943734443438937,50576930.2139664,269259,221,2019.6037839362634,313,708390.3730233767,5373874.924362961,POINT (708390.3730233767 5373874.924362961)
9858,2019-08-09T09:08:50.216999,5399272.665300085,-0.03462489824956316,10,5,3.0,534.7323575752238,0.0,29,0,4,0.03238953580297793,646,0.17441478626358164,50576930.21677413,269260,221,2019.6037839363585,313,708387.8002101273,5373894.801871971,POINT (708387.8002101273 5373894.801871971)
9861,2019-08-09T09:08:50.220001,5399292.701662964,-0.016963366910974997,10,5,3.0,534.2177820948324,0.0,32,0,4,0.04399704425189997,646,0.2461142869564339,50576930.21958099,269261,221,2019.6037839364535,313,708385.2300955802,5373914.679567976,POINT (708385.2300955802 5373914.679567976)
9864,2019-08-09T09:08:50.222000,5399312.738025647,0.015314680811362003,10,5,3.0,534.2544589210628,0.0,24,0,4,0.04662651164507528,646,0.22137066140961678,50576930.22238639,269262,221,2019.603783936517,313,708382.6722289093,5373934.558874231,POINT (708382.6722289093 5373934.558874231)
9867,2019-08-09T09:08:50.224998,5399332.774388133,0.03740540769995082,10,5,3.0,534.8851937021892,0.0,28,0,4,0.05445109085657483,646,0.2712808978694693,50576930.22519147,269263,221,2019.603783936612,313,708380.1153529646,5373954.438690499,POINT (708380.1153529646 5373954.438690499)
9870,2019-08-09T09:08:50.228001,5399352.81075042,0.018566945266460966,10,5,3.0,535.496746409513,0.0,28,0,4,0.04892243533138758,646,0.24811609201088344,50576930.22799675,269264,221,2019.6037839367073,313,708377.5237806415,5373974.313252591,POINT (708377.5237806415 5373974.313252591)
9872,2019-08-09T09:08:50.229000,5396928.409482699,0.0042512322869727726,20,6,3.0,528.8180245286186,0.0,11,0,4,0.06423048880139555,646,0.21252670601655219,50576930.22859711,269143,221,2019.6037839367389,313,708790.0821668112,5371582.902022891,POINT (708790.0821668112 5371582.902022891)
9874,2019-08-09T09:08:50.230999,5399372.847112511,0.0015594006760757395,10,5,3.0,535.6874772359888,0.0,15,0,4,0.05615346893702847,646,0.210454140335068,50576930.230802655,269265,221,2019.6037839368023,313,708374.8810674425,5373994.18168323,POINT (708374.8810674425 5373994.18168323)
9876,2019-08-09T09:08:50.230999,5396948.445868637,0.00707830182495961,20,6,3.0,528.9155277810585,0.0,11,0,4,0.05079787005015756,646,0.1672091958754287,50576930.23142134,269144,221,2019.6037839368023,313,708787.3800511647,5371602.762263148,POINT (708787.3800511647 5371602.762263148)
9879,2019-08-09T09:08:50.234001,5396968.4822543785,-0.0027343618649515733,20,6,3.0,528.9183061038814,0.0,14,0,4,0.028573799399306505,646,0.10688962517080249,50576930.23424344,269145,221,2019.6037839368976,313,708784.663398122,5371622.620297584,POINT (708784.6633981219 5371622.620297584)
9881,2019-08-09T09:08:50.237000,5396988.518639923,-0.0018450502608793329,20,6,3.0,528.8519481947823,0.0,11,0,4,0.04674951381924406,646,0.14051770815996942,50576930.23706374,269146,221,2019.6037839369926,313,708781.9382607617,5371642.476703902,POINT (708781.9382607617 5371642.476703902)
9888,2019-08-09T09:08:50.250999,5399513.101641629,0.10930893334929603,10,5,3.0,545.531765716124,0.0,17,0,4,0.0667682340681983,646,0.27420437402964765,50576930.2505155,269272,221,2019.6037839374364,313,708355.4312132397,5374133.128619648,POINT (708355.4312132397 5374133.128619648)
9891,2019-08-09T09:08:50.252998,5399533.138002143,0.11355719701534106,10,5,3.317697965204281,547.8507462223947,0.0,18,0,4,0.0780357560350743,646,0.3306695508949239,50576930.25334518,269273,221,2019.6037839374999,313,708352.6455124286,5374152.977177511,POINT (708352.6455124286 5374152.977177511)
9893,2019-08-09T09:08:50.256001,5399553.17436246,0.03136405046843205,10,5,3.0,549.2884159700567,0.0,19,0,4,0.0694763746747715,646,0.30127727169030327,50576930.25617699,269274,221,2019.6037839375952,313,708349.8745670329,5374172.827607728,POINT (708349.8745670329 5374172.827607728)
9897,2019-08-09T09:08:50.258999,5399573.210722581,0.020458072960888973,10,5,3.0,549.7606683785708,0.0,22,0,4,0.035954629760868086,646,0.1681452445265586,50576930.2590106,269275,221,2019.6037839376902,313,708347.1240798576,5374192.680963808,POINT (708347.1240798576 5374192.680963808)
9901,2019-08-09T09:08:50.262001,5399593.247082503,-0.006888370752557993,10,5,3.0,549.8763097257886,0.0,27,0,4,0.024400930173436024,646,0.12679031175913963,50576930.26184778,269276,221,2019.6037839377855,313,708344.4546506992,5374212.545428096,POINT (708344.4546506992 5374212.545428096)
9905,2019-08-09T09:08:50.264999,5399613.283442229,-0.00887919565578521,10,5,3.0,549.7123330329907,0.0,30,0,4,0.02627187689630108,646,0.1427485170766483,50576930.26468727,269277,221,2019.6037839378805,313,708341.855495331,5374232.419371263,POINT (708341.855495331 5374232.419371263)
9908,2019-08-09T09:08:50.268002,5399633.319801758,-0.016575427934053533,10,5,3.0,549.47951169111,0.0,29,0,4,0.033800390527563305,646,0.18192507018456353,50576930.26752647,269278,221,2019.6037839379758,313,708339.2812514121,5374252.296538871,POINT (708339.2812514121 5374252.296538871)
9911,2019-08-09T09:08:50.270000,5399653.35616109,-0.007043293946485285,10,5,3.0,549.2696672244303,0.0,16,0,4,0.05330187366439586,646,0.18692597671549202,50576930.27036408,269279,221,2019.603783938039,313,708336.7199312805,5374272.175320841,POINT (708336.7199312805 5374272.175320841)
9914,2019-08-09T09:08:50.272999,5399673.392520223,0.003518496722271003,10,5,3.0,549.2626295629851,0.0,15,0,4,0.07444505659751587,646,0.1953885532818947,50576930.273199916,269280,221,2019.6037839381343,313,708334.1610375408,5374292.055022178,POINT (708334.1610375408 5374292.055022178)
9917,2019-08-09T09:08:50.276001,5399693.42887916,0.0160281492232226,10,5,3.0,549.4716549520646,0.0,26,0,4,0.03600798380809555,646,0.18234902217051516,50576930.27603234,269281,221,2019.6037839382293,313,708331.5852333703,5374311.932364478,POINT (708331.5852333703 5374311.932364478)
9920,2019-08-09T09:08:50.278999,5399713.465237901,0.005467562804933657,10,5,3.0,549.7216539384206,0.0,20,0,4,0.04711405747696968,646,0.1514412287634698,50576930.27886369,269282,221,2019.6037839383243,313,708328.997516592,5374331.808315162,POINT (708328.997516592 5374331.808315162)
9924,2019-08-09T09:08:50.286999,5399773.574312938,-0.012963207867229265,10,5,3.137232553722482,548.5686141981087,0.0,12,0,4,0.09849674434362998,646,0.30010133133313066,50576930.28731468,269285,221,2019.603783938578,313,708320.7288729241,5374391.365899311,POINT (708320.7288729241 5374391.365899311)
9926,2019-08-09T09:08:50.290001,5399793.610670891,-0.009431608926352197,10,5,3.0,548.4227363430088,0.0,13,0,4,0.07216985611027221,646,0.23687058877713274,50576930.290128976,269286,221,2019.6037839386734,313,708317.8960299483,5374411.207867841,POINT (708317.8960299483 5374411.207867841)
9930,2019-08-09T09:08:50.292999,5399813.647028645,0.001551405169685438,10,5,3.0,548.4316286888425,0.0,13,0,4,0.07014074435610484,646,0.24462157869423748,50576930.292943984,269287,221,2019.6037839387684,313,708315.043829054,5374431.047254736,POINT (708315.043829054 5374431.047254736)
9933,2019-08-09T09:08:50.296001,5399833.683386202,0.02313549312146579,10,5,3.0,548.7356475446803,0.0,16,0,4,0.06986042584927363,646,0.2775857074945956,50576930.29576086,269288,221,2019.6037839388634,313,708312.1778585414,5374450.884656253,POINT (708312.1778585414 5374450.884656253)
9935,2019-08-09T09:08:50.299000,5399853.719743562,0.02957702451693045,10,5,3.3724589363167556,549.2927811889543,0.0,10,0,4,0.09969111973237983,646,0.31311290940746733,50576930.298580065,269289,221,2019.6037839389587,313,708309.3079782554,5374470.721637905,POINT (708309.3079782554 5374470.721637905)
9937,2019-08-09T09:08:50.300999,5399873.756100725,0.01927293906359928,10,5,3.0,549.9288915130694,0.0,12,0,4,0.11355082651909669,646,0.31303199267817944,50576930.30140325,269290,221,2019.6037839390222,313,708306.4382483856,5374490.559193625,POINT (708306.4382483856 5374490.559193625)
9940,2019-08-09T09:08:50.304001,5399893.792457692,0.006662306960836029,10,5,3.0,550.2537882270176,0.0,36,0,4,0.04643439742267316,646,0.2495752880648879,50576930.30423334,269291,221,2019.6037839391172,313,708303.5719292467,5374510.39696029,POINT (708303.5719292467 5374510.39696029)
9942,2019-08-09T09:08:50.306999,5399913.828814461,0.0011932803008480874,10,5,3.0,550.3378508709274,0.0,55,0,4,0.029855740570673053,646,0.22128478591100229,50576930.30706328,269292,221,2019.6037839392122,313,708300.7013700843,5374530.233780282,POINT (708300.7013700843 5374530.233780282)
9944,2019-08-09T09:08:50.310001,5399933.865171034,0.02419647375737033,10,5,3.0,550.6144387415926,0.0,49,0,4,0.031434610563351735,646,0.21843932987819428,50576930.30989236,269293,221,2019.6037839393075,313,708297.8410596733,5374550.072228604,POINT (708297.8410596733 5374550.072228604)
9946,2019-08-09T09:08:50.313000,5399953.9015274085,0.003796344839301913,10,5,3.0,550.9536254104429,0.0,41,0,4,0.033971098963385356,646,0.21748363959355665,50576930.31271919,269294,221,2019.6037839394025,313,708294.9886440067,5374569.911774867,POINT (708294.9886440067 5374569.911774867)
9949,2019-08-09T09:08:50.316002,5399973.937883587,0.004061554262157596,10,5,3.0,551.013324823621,0.0,36,0,4,0.04027273779938147,646,0.23570313073913873,50576930.31554257,269295,221,2019.6037839394978,313,708292.1353097693,5374589.750975357,POINT (708292.1353097693 5374589.750975357)
9951,2019-08-09T09:08:50.316002,5397549.53735515,0.007783350695881097,20,6,3.0,518.6743182619596,0.0,12,0,4,0.05643465753572753,646,0.19459957629495492,50576930.31594128,269174,221,2019.6037839394978,313,708704.1757602547,5372198.270261475,POINT (708704.1757602547 5372198.270261475)
9952,2019-08-09T09:08:50.318001,5399993.974239566,0.018546819038112172,10,5,3.0,551.2397807417773,0.0,26,0,4,0.04098949947982736,646,0.198839104040022,50576930.31836208,269296,221,2019.6037839395613,313,708289.2953380157,5374609.592247512,POINT (708289.2953380157 5374609.592247512)
9954,2019-08-09T09:08:50.320999,5400014.01059535,0.022394974992425265,10,5,3.0,551.6561430140493,0.0,22,0,4,0.03270336298080534,646,0.1516467776339072,50576930.321174875,269297,221,2019.6037839396563,313,708286.4653751068,5374629.434878902,POINT (708286.4653751068 5374629.434878902)
9956,2019-08-09T09:08:50.324001,5400034.046950936,0.023901309275907945,10,5,3.0,552.128614709909,0.0,35,0,4,0.036838962512383215,646,0.20045437939375596,50576930.32397995,269298,221,2019.6037839397513,313,708283.6415803176,5374649.278160316,POINT (708283.6415803176 5374649.278160316)
9958,2019-08-09T09:08:50.327000,5400054.0833063265,0.013009359276334731,10,5,3.0,552.4659727881269,0.0,35,0,4,0.040046243492773456,646,0.23435699485854267,50576930.32678198,269299,221,2019.6037839398466,313,708280.8201118885,5374669.121580541,POINT (708280.8201118885 5374669.121580541)
9961,2019-08-09T09:08:50.330002,5400074.119661518,0.005669882148557015,10,5,3.0,552.5548059244354,0.0,32,0,4,0.04009400929730145,646,0.20908715331878375,50576930.32958306,269300,221,2019.6037839399416,313,708277.9974778162,5374688.965321756,POINT (708277.9974778162 5374688.965321756)
9963,2019-08-09T09:08:50.332001,5400094.156016514,0.0044072753623845,10,5,3.0,552.6540352514526,0.0,35,0,4,0.03997388941390802,646,0.2364849259607107,50576930.332384646,269301,221,2019.603783940005,313,708275.1790230238,5374708.809503305,POINT (708275.1790230238 5374708.809503305)
9965,2019-08-09T09:08:50.334999,5400114.192371312,0.046714332548576376,10,5,3.0229076440175184,553.2410885918703,0.0,31,0,4,0.06099525011041049,646,0.33957159224345174,50576930.3351889,269302,221,2019.6037839401001,313,708272.3776214712,5374728.656137092,POINT (708272.3776214712 5374728.656137092)
9968,2019-08-09T09:08:50.338001,5400134.228725912,0.06808296093744559,10,5,3.0,554.3891979802996,0.0,27,0,4,0.05196309280645585,646,0.2634210286785906,50576930.33799541,269303,221,2019.6037839401954,313,708269.592064166,5374748.504741133,POINT (708269.592064166 5374748.504741133)
9970,2019-08-09T09:08:50.341000,5400154.265080316,0.04222833422197958,10,5,3.0,555.4562652446712,0.0,24,0,4,0.03758916879731586,646,0.18384898470231067,50576930.34080913,269304,221,2019.6037839402904,313,708266.8058470509,5374768.353439063,POINT (708266.8058470509 5374768.353439063)
9972,2019-08-09T09:08:50.344002,5400174.301434523,0.07674810472136362,10,5,3.0,556.6081615687274,0.0,37,0,4,0.04707952292294986,646,0.2661065243422667,50576930.34362909,269305,221,2019.6037839403857,313,708264.0219867922,5374788.202175257,POINT (708264.0219867922 5374788.202175257)
9974,2019-08-09T09:08:50.346001,5400194.3377885325,0.10662370714250269,10,5,3.0,558.4733881710237,0.0,32,0,4,0.05974461393539498,646,0.2968543967307106,50576930.34645377,269306,221,2019.6037839404491,313,708261.252203966,5374808.052619399,POINT (708261.252203966 5374808.052619399)
9980,2019-08-09T09:08:50.361000,5400294.519555625,-0.010522768100565294,10,5,3.0,556.5237313354412,0.0,21,0,4,0.06813720594808322,646,0.20454851660488935,50576930.36057581,269311,221,2019.6037839409246,313,708246.8834495307,5374907.236415212,POINT (708246.8834495307 5374907.236415212)
9982,2019-08-09T09:08:50.362999,5400314.555908452,-0.005152987826382294,10,5,3.0,556.3150887377782,0.0,26,0,4,0.05144022171329799,646,0.2266520091500044,50576930.363389984,269312,221,2019.603783940988,313,708243.9550189998,5374927.064951788,POINT (708243.9550189998 5374927.064951788)
9984,2019-08-09T09:08:50.366001,5400334.592261082,-0.018704573677415404,10,5,3.0,555.9842754967145,0.0,18,0,4,0.06287738935837667,646,0.2665387146687584,50576930.36620378,269313,221,2019.6037839410833,313,708241.0111841774,5374946.892668467,POINT (708241.0111841774 5374946.892668467)
9986,2019-08-09T09:08:50.368999,5400354.628613514,0.021252116828344825,10,5,3.0,556.0821603569002,0.0,24,0,4,0.066973627435217,646,0.327650766368737,50576930.36901829,269314,221,2019.6037839411783,313,708238.0708976892,5374966.719770328,POINT (708238.0708976892 5374966.719770328)
9988,2019-08-09T09:08:50.372002,5400374.66496575,0.06138719997231323,10,5,3.0,556.8317931655571,0.0,21,0,4,0.05895511810103327,646,0.26673836901738596,50576930.37183444,269315,221,2019.6037839412736,313,708235.1442942839,5374986.548847865,POINT (708235.1442942839 5374986.548847865)
9996,2019-08-09T09:08:50.380001,5400434.774021274,-0.14894772178047422,10,5,3.8470895228048465,555.9266405988412,0.0,16,0,4,0.15827536602654102,646,0.41232196196644705,50576930.38029495,269318,221,2019.6037839415271,313,708226.2700944205,5375046.024809919,POINT (708226.2700944205 5375046.024809919)
9998,2019-08-09T09:08:50.382999,5400454.810372722,-0.13687720320581676,10,5,3.5435433523117323,552.8864047998763,0.0,33,0,4,0.08931732102121927,646,0.5024549108614901,50576930.38312367,269319,221,2019.6037839416222,313,708223.2479579118,5375065.841037359,POINT (708223.2479579118 5375065.841037359)
10000,2019-08-09T09:08:50.386002,5398050.4467917485,-0.003960907435158312,20,6,3.0,509.9649574592786,0.0,15,0,4,0.09973922530600035,646,0.14542764742727146,50576930.38642266,269199,221,2019.6037839417174,313,708632.0453528267,5372694.146909639,POINT (708632.0453528267 5372694.146909639)
10003,2019-08-09T09:08:50.389000,5398070.483166651,-0.0034662939607299492,20,6,3.0,509.8731421744459,0.0,39,0,4,0.027186460986875008,646,0.14845463580566703,50576930.38923582,269200,221,2019.6037839418125,313,708629.1867122054,5372713.9858001685,POINT (708629.1867122054 5372713.985800168)
10005,2019-08-09T09:08:50.391998,5398090.519541356,0.0009395519261552465,20,6,3.0,509.8214277365473,0.0,39,0,4,0.02666333813308995,646,0.15864345647594097,50576930.39205045,269201,221,2019.6037839419075,313,708626.3185725657,5372733.82343757,POINT (708626.3185725657 5372733.82343757)
10008,2019-08-09T09:08:50.394001,5400534.95577654,-0.1549688110573717,10,5,3.9987492855430733,544.0263044098901,0.0,16,0,4,0.123075570470054,646,0.4454837406425028,50576930.39443819,269323,221,2019.6037839419712,313,708211.2797598956,5375145.123141681,POINT (708211.2797598956 5375145.123141681)
10009,2019-08-09T09:08:50.395000,5398110.555915863,0.00747566998431104,20,6,3.0,509.8579142426801,0.0,19,0,4,0.03477915861563871,646,0.14004208364358334,50576930.39486667,269202,221,2019.6037839420028,313,708623.44075657,5372753.659771871,POINT (708623.44075657 5372753.659771871)
10012,2019-08-09T09:08:50.396999,5400554.992127,-0.2938086156819706,10,5,7.5170395471000875,538.5809538467801,0.0,11,0,4,0.09486206069524993,646,0.2787128689860187,50576930.39725506,269324,221,2019.6037839420662,313,708208.1953726471,5375164.931163891,POINT (708208.1953726471 5375164.931163891)
10013,2019-08-09T09:08:50.397999,5398130.592290174,0.0006351434056091065,20,6,3.0,509.8605184445464,0.0,11,0,4,0.02819060632305796,646,0.08293434677809958,50576930.39768522,269203,221,2019.6037839420978,313,708620.5435277325,5372773.49383954,POINT (708620.5435277325 5372773.49383954)
10015,2019-08-09T09:08:50.400002,5400575.0284772655,-0.14868630738804578,10,5,4.6984586973433915,533.3088040188914,0.0,27,0,4,0.20648449411133074,646,0.7322301046677142,50576930.40006673,269325,221,2019.6037839421615,313,708205.113634089,5375184.73926597,POINT (708205.113634089 5375184.73926597)
10017,2019-08-09T09:08:50.403000,5400595.064827332,0.026780890624556353,10,5,3.0,531.3865141027633,0.0,44,0,4,0.03592205373529892,646,0.23596193849469876,50576930.402872145,269326,221,2019.6037839422565,313,708202.1219508578,5375204.559646065,POINT (708202.1219508578 5375204.559646065)
10020,2019-08-09T09:08:50.405998,5400615.1011772035,0.052052439628960556,10,5,3.0,532.2682457833047,0.0,27,0,4,0.07493857575702466,646,0.2984055001204464,50576930.4056748,269327,221,2019.6037839423516,313,708199.2047582639,5375224.390764791,POINT (708199.2047582639 5375224.390764791)
10023,2019-08-09T09:08:50.408001,5400635.137526877,0.15261729496066279,10,5,3.9395017620994732,535.0328227065463,0.0,17,0,4,0.10952545837264892,646,0.4479187213591913,50576930.40847652,269328,221,2019.603783942415,313,708196.3332258807,5375244.2279863665,POINT (708196.3332258807 5375244.227986366)
10032,2019-08-09T09:08:50.419998,5400715.2829236,0.02086083682839046,10,5,3.0,547.6620551691328,0.0,14,0,4,0.07248938177049741,646,0.1711359989822007,50576930.419695996,269332,221,2019.6037839427954,313,708184.8483990462,5375323.575414926,POINT (708184.8483990462 5375323.575414926)
10035,2019-08-09T09:08:50.423000,5400735.319272288,0.010090268960643467,10,5,3.0,547.9719421633955,0.0,28,0,4,0.028910863418856434,646,0.148216665490668,50576930.422511175,269333,221,2019.6037839428907,313,708181.8780199523,5375343.398543092,POINT (708181.8780199523 5375343.398543092)
10038,2019-08-09T09:08:50.424999,5400755.355620778,0.016287263672567054,10,5,3.0,548.2139891828529,0.0,36,0,4,0.022409219687886398,646,0.12904907758071546,50576930.425330356,269334,221,2019.6037839429541,313,708178.9049800308,5375363.221737491,POINT (708178.9049800308 5375363.221737491)
10041,2019-08-09T09:08:50.428001,5400775.391969072,0.0382754071654654,10,5,3.0,548.7727782975528,0.0,32,0,4,0.025558210979727145,646,0.14298775852100903,50576930.428155676,269335,221,2019.6037839430492,313,708175.9468398707,5375383.046813088,POINT (708175.9468398707 5375383.046813088)
10044,2019-08-09T09:08:50.431000,5400795.428317169,0.031239563853102226,10,5,3.0,549.4631916806445,0.0,19,0,4,0.039890527505346746,646,0.16743925302996912,50576930.430984825,269336,221,2019.6037839431444,313,708172.9988517439,5375402.873397492,POINT (708172.9988517439 5375402.873397492)
10047,2019-08-09T09:08:50.433998,5400815.464665067,0.005445550011992761,10,5,3.0,549.6366349279278,0.0,17,0,4,0.044677919535401726,646,0.18376542886733135,50576930.43381819,269337,221,2019.6037839432395,313,708170.0480027334,5375422.700011283,POINT (708170.0480027334 5375422.700011283)
