x,y,z
-120.1551706,48.61341782,804.9309151
-120.198323,48.60970149,1011.127352
-120.1552014,48.61359689,803.6748321
-120.1118376,48.61749126,1574.857469
-120.1983525,48.60988066,1011.746982
-120.1552322,48.61377596,801.9572557
-120.1983823,48.61005979,1010.50809
-120.1552627,48.61395505,800.8522944
-120.1984137,48.61023883,1004.949448
-120.1984471,48.61041773,993.5134975
-120.1984815,48.61059657,979.3232631
-120.1553535,48.61449235,796.7927799
-120.198515,48.61077546,967.3567334
-120.1941245,48.58915105,952.6447764
-120.1553845,48.6146714,791.3430684
-120.198549,48.61095433,953.9949682
-120.1941536,48.58933023,953.4814923
-120.1554155,48.61485045,785.4612486
-120.1985835,48.61113317,939.4637393
-120.1941831,48.58950939,954.2947156
-120.1554457,48.61502956,781.6716117
-120.1986169,48.61131207,927.5050576
-120.1554751,48.61520872,780.1706108
-120.1986496,48.61149101,918.0635935
-120.1555044,48.61538788,778.5354773
-120.1986822,48.61166997,909.4706893
-120.1555344,48.615567,774.3132411
-120.1987154,48.61184889,900.0889282
-120.1555645,48.61574611,769.6934494
-120.1122052,48.6196401,1521.332589
-120.1987489,48.61202778,890.6844817
-120.1943332,48.59040501,958.5610607
-120.198782,48.61220671,882.9385893
-120.1943633,48.59058412,959.2624026
-120.1988148,48.61238565,877.0782767
-120.1943932,48.59076325,959.9862567
-120.1556533,48.61628355,762.3358086
-120.1988475,48.61256461,872.7446151
-120.1944229,48.5909424,960.9475298
-120.1556831,48.61646268,759.8592982
-120.1988813,48.61274348,865.9714234
-120.1557132,48.61664179,757.1776248
-120.1989161,48.61292229,856.9760395
-120.1989514,48.61310107,846.5500801
-120.1124241,48.6208933,1479.333002
-120.1945732,48.59183801,959.3906337
-120.1946029,48.59201715,960.5794298
-120.1558991,48.61771612,740.2738868
-120.1991128,48.61399596,829.9701456
-120.1559312,48.6178951,736.3105018
-120.1991474,48.61417478,819.440327
-120.1559632,48.61807408,733.28551
-120.1991807,48.61435369,812.2443421
-120.1559946,48.61825311,732.2189417
-120.1992131,48.61453266,807.4711418
-120.1992449,48.61471167,804.4885545
-120.1992765,48.61489069,802.2124843
-120.1948065,48.59327146,988.90871
-120.1993086,48.61506968,799.1794443
-120.1561184,48.61896935,730.6235246
-120.1948362,48.5934506,992.2559543
-120.1561488,48.61914843,730.3250054
-120.1128213,48.62322128,1442.164046
-120.1128528,48.62340029,1440.405728
-120.1562457,48.61968534,710.6163541
-120.1128841,48.62357932,1440.535922
-120.1949868,48.59434619,1002.645284
-120.1129154,48.62375835,1440.072418
-120.1950166,48.59452533,1004.778861
-120.1995392,48.61632222,766.3714162
-120.1950461,48.59470448,1007.087318
-120.1995704,48.61650126,765.848422
-120.1950754,48.59488367,1009.93225
-120.1563707,48.62040149,705.0801503
-120.1951045,48.59506285,1013.264564
-120.1130399,48.6244745,1439.318357
-120.1130704,48.62465358,1440.414191
-120.1131005,48.62483268,1441.64037
-120.1996947,48.61721749,762.5969665
-120.1951939,48.59560026,1019.443818
-120.1564983,48.62111746,694.4925753
-120.1131305,48.62501179,1442.866674
-120.1997252,48.61739658,762.9998939
-120.1952243,48.59577936,1020.781517
-120.1131602,48.62519092,1444.244032
-120.1952552,48.59595842,1022.070284
-120.1131894,48.62537009,1446.228829
-120.1997866,48.61775474,762.3354161
-120.1952861,48.59613749,1023.522616
-120.1132185,48.62554925,1448.620574
-120.1998171,48.61793383,762.6251325
-120.1566281,48.6218333,671.1788824
-120.1953171,48.59631656,1025.064686
-120.1998469,48.61811297,765.0978452
-120.1566607,48.62201226,664.0512752
-120.195348,48.59649562,1027.235353
-120.1998769,48.61829209,767.3193843
-120.1999078,48.61847116,768.1607556
-120.1133355,48.62626589,1465.548568
-120.1999388,48.61865022,769.0244527
-120.1133657,48.62644499,1469.725744
-120.1999701,48.61882926,769.8764002
-120.1133966,48.62662404,1473.302208
-120.2000015,48.61900829,770.7102473
-120.1568816,48.62326538,639.0388324
-120.1569127,48.62344442,639.7801666
-120.2001566,48.61990359,786.7512774
-120.2001882,48.62008262,788.9280393
-120.2002203,48.6202616,789.7803783
-120.2002522,48.6204406,790.6551541
-120.2002835,48.62061965,792.3854334
-120.2003134,48.62079879,797.0870139
-120.200342,48.620978,804.0863297
-120.2003694,48.62115729,813.3060043
-120.2003956,48.62133667,824.5896802
-120.2004208,48.62151611,837.3203607
-120.1572673,48.62541313,637.4722837
-120.2004466,48.62169551,848.2300932
-120.1572985,48.62559217,637.3597708
-120.2004733,48.62187485,857.2021331
-120.1573294,48.62577123,637.4859362
-120.1139085,48.6296688,1572.998937
-120.2005012,48.62205411,863.2094908
-120.1573601,48.6259503,637.7152718
-120.1573909,48.62612937,637.8449056
-120.1140076,48.63020555,1561.478744
-120.1097978,48.60875171,1224.999866
-120.1140413,48.63038442,1557.226221
-120.1140754,48.63056328,1551.56253
-120.1575142,48.62684562,638.0879344
-120.1141093,48.63074213,1545.175337
-120.1575454,48.62702467,638.1068867
-120.1141432,48.63092099,1537.697578
-120.1575768,48.62720369,638.3741307
-120.2007525,48.62348639,870.9974004
-120.200785,48.62366535,869.9488523
-120.1576404,48.6275617,638.4641317
-120.1142434,48.63145766,1507.922261
-120.200817,48.62384434,869.0169959
-120.1576725,48.62774068,638.6182579
-120.2008478,48.62402341,869.285416
-120.157705,48.62791964,638.6993962
-120.1143066,48.63181568,1490.888472
-120.2008785,48.62420249,869.793556
-120.1577375,48.62809859,638.6345998
-120.1143381,48.63199469,1481.291582
-120.1577698,48.62827756,638.4488162
-120.1143699,48.63217369,1471.545648
-120.1578018,48.62845655,638.3740662
-120.1578334,48.62863557,638.3676583
-120.2009996,48.62491892,882.310028
-120.1578646,48.62881461,638.1127172
-120.1144682,48.63271048,1439.407077
-120.1578953,48.62899368,637.9706943
-120.1145026,48.63288931,1427.964614
-120.157925,48.62917282,638.0366733
-120.1145377,48.6330681,1416.976265
-120.1579546,48.62935196,638.2270574
-120.1145725,48.63324689,1408.254482
-120.1579841,48.62953111,639.0194687
-120.1146071,48.63342571,1401.699372
-120.1580138,48.62971025,639.8804549
-120.1146415,48.63360453,1395.315919
-120.1580441,48.62988935,640.1900629
-120.1146758,48.63378337,1388.590448
-120.1580747,48.63006843,640.5194739
-120.1536678,48.60844567,851.9533341
-120.1147098,48.63396222,1381.29779
-120.1581063,48.63024745,640.7340938
-120.114743,48.63414112,1373.994429
-120.2012829,48.6265302,912.6664436
-120.1581389,48.63042639,640.8154087
-120.1147754,48.63432008,1368.118314
-120.2013104,48.62670948,919.8151429
-120.1581719,48.63060532,640.9915557
-120.1104837,48.61287152,1423.017231
-120.1148073,48.63449907,1362.960356
-120.2013375,48.6268888,927.4802289
-120.1582054,48.63078421,641.1586819
-120.1148391,48.63467806,1356.924658
-120.2013637,48.62706816,937.7260417
-120.1582389,48.6309631,641.3468348
-120.1148709,48.63485705,1350.476961
-120.2013901,48.62724753,948.0377865
-120.1582726,48.63114198,641.6530081
-120.1149023,48.63503608,1345.882279
-120.2014184,48.62742677,954.9784228
-120.1583062,48.63132086,641.9010941
-120.1149338,48.63521509,1341.598942
-120.201448,48.62760592,959.8378364
-120.1583396,48.63149976,642.1557073
-120.1149655,48.63539409,1336.976745
-120.2014785,48.62778501,965.1917854
-120.1583724,48.6316787,642.5715146
-120.1149972,48.6355731,1334.628331
-120.2015092,48.62796409,971.4534865
-120.1584049,48.63185765,642.8589612
-120.1584373,48.63203662,643.3334372
-120.2015737,48.62832206,977.4094949
-120.1584694,48.6322156,644.0002717
-120.1107467,48.61448397,1526.575429
-120.1150932,48.63611004,1327.310806
-120.1585014,48.63239459,644.5680908
-120.201606,48.62850102,979.9956236
-120.1107756,48.61466315,1538.668992
-120.1585333,48.63257358,645.3675075
-120.2016382,48.62868001,982.5303153
-120.1972461,48.60705567,959.861675
-120.1585644,48.63275263,648.6290534
-120.2016706,48.62885898,983.1277503
-120.2017024,48.62903799,983.7792359
-120.1585949,48.63293171,654.5508144
-120.1152204,48.63682602,1329.646395
-120.2017335,48.62921704,985.1462371
-120.1586254,48.6331108,660.1581752
-120.2017641,48.62939613,987.1032837
-120.1152844,48.63718398,1329.954006
-120.2017946,48.62957522,989.2195951
-120.1586887,48.63346883,662.742545
-120.1153167,48.63736294,1328.536539
-120.2018249,48.62975433,991.4398023
-120.1587203,48.63364784,663.365976
-120.115349,48.63754191,1327.636136
-120.2018553,48.62993342,993.773773
-120.1153813,48.63772087,1326.286855
-120.2018858,48.63011252,995.8571494
-120.1154137,48.63789982,1324.527853
-120.2019161,48.63029162,999.2692312
-120.1154461,48.63807878,1322.939484
-120.201946,48.63047076,1004.284486
-120.1154783,48.63825775,1321.920232
-120.2019768,48.63064983,1007.735148
-120.1155103,48.63843673,1321.273447
-120.2020077,48.63082891,1011.366158
-120.1976173,48.60920444,986.1109701
-120.1155423,48.63861572,1320.171474
-120.2020386,48.63100796,1015.431224
-120.1155743,48.6387947,1318.368266
-120.1589694,48.6350802,662.6666265
-120.1156062,48.63897368,1315.893092
-120.159,48.63525927,663.627235
-120.115638,48.63915268,1313.476921
-120.1590301,48.63543839,667.1383612
-120.1156695,48.6393317,1312.119742
-120.2021653,48.63172404,1029.449645
-120.1157008,48.63951072,1310.73015
-120.2021973,48.63190303,1031.712951
-120.1590879,48.63579677,682.7625772
-120.1157318,48.63968977,1310.628732
-120.2022286,48.63208207,1034.836728
-120.1591174,48.63597592,688.8911815
-120.1157626,48.63986883,1311.330984
-120.2022592,48.63226116,1038.738283
-120.1157932,48.6400479,1312.469222
-120.2022892,48.63244029,1042.72728
-120.1591782,48.6363341,695.3561125
-120.115824,48.64022696,1313.103295
-120.2023189,48.63261943,1045.729935
-120.1592082,48.63651322,700.411339
-120.115855,48.640406,1312.637434
-120.2023477,48.63279863,1048.56329
-120.1592382,48.63669233,705.0430394
-120.1158862,48.64058504,1311.715502
-120.2023753,48.63297791,1052.324808
-120.1592686,48.63687143,708.9216657
-120.1159172,48.64076409,1311.704678
-120.2024029,48.6331572,1056.469993
-120.1592992,48.63705051,712.023272
-120.1159481,48.64094314,1312.53248
-120.2024311,48.63333644,1060.003214
-120.1593297,48.6372296,715.5932627
-120.1159792,48.64112218,1312.99375
-120.2024597,48.63351565,1063.129523
-120.1593599,48.63740871,720.4096423
-120.1160105,48.6413012,1312.623011
-120.202487,48.63368096,1066.151098
-120.1593903,48.63758779,724.6264841
-120.116042,48.64148022,1311.625965
-120.2025186,48.63386829,1069.363254
-120.159421,48.63776687,727.9799745
-120.1160739,48.64165921,1309.132277
-120.202551,48.63405295,1073.921953
-120.1594514,48.63794596,732.7510638
-120.1161061,48.64183818,1305.239739
-120.2025838,48.6342319,1078.07573
-120.1594816,48.63812507,738.5159863
-120.1161387,48.64201712,1299.395609
-120.2026174,48.63441079,1080.2528
-120.1595121,48.63830415,742.8897239
-120.116172,48.64219602,1290.28268
-120.2026504,48.63458971,1082.743432
-120.1595426,48.63848324,746.6462786
-120.1162054,48.64237491,1280.326567
-120.2026831,48.63476866,1085.367489
-120.1595726,48.63866236,751.6110444
-120.1162385,48.64255382,1271.232799
-120.159602,48.63884152,758.1142455
-120.1162714,48.64273274,1263.473536
-120.2027457,48.63512675,1089.564887
-120.159631,48.6390207,765.1510474
-120.116304,48.64291169,1256.709121
-120.2027745,48.63530594,1092.031555
-120.1596593,48.63919992,773.2569486
-120.1163365,48.64309064,1250.148888
-120.2028013,48.63548529,1094.744592
-120.1596871,48.63937919,782.5926993
-120.1163688,48.6432696,1243.805764
-120.2028277,48.63566465,1097.352727
-120.1597152,48.63955843,790.598185
-120.1164011,48.64344856,1237.238812
-120.202854,48.63584401,1100.426592
-120.1597433,48.63973767,798.7428087
-120.1164336,48.64362751,1229.174936
-120.2028806,48.63602336,1103.474232
-120.1597718,48.63991689,806.6105937
-120.1164664,48.64380644,1218.797226
-120.2029079,48.63620266,1106.939196
-120.1598016,48.64009602,810.2803419
-120.1164994,48.64398536,1207.930019
-120.2029359,48.63638192,1110.854108
-120.1986704,48.61474931,793.3989103
-120.1165321,48.64416429,1197.501031
-120.2029658,48.63656106,1114.795817
-120.1165651,48.64434321,1186.031319
-120.2029972,48.63674009,1119.878665
-120.1165981,48.64452213,1173.921761
-120.116631,48.64470105,1162.010959
-120.203063,48.63709796,1127.736554
-120.1166638,48.64487998,1150.951075
-120.2030965,48.63727686,1130.803312
-120.1166957,48.64505897,1144.98594
-120.2031294,48.63745579,1134.94087
-120.1556975,48.61972105,715.5492699
-120.1167258,48.64523808,1147.959382
-120.2031619,48.63763475,1139.369463
-120.1600529,48.64152824,823.514176
-120.2031933,48.63781379,1143.458573
-120.160083,48.64170734,827.1057741
-120.2032236,48.6379929,1147.853846
-120.2032529,48.63817207,1152.224714
-120.1601428,48.6420656,831.459799
-120.2032821,48.63835125,1155.709138
-120.1601724,48.64224474,833.5939363
-120.2033109,48.63853045,1158.443195
-120.1990877,48.61707616,760.411296
-120.1169341,48.64649196,1184.458792
-120.160262,48.64278212,836.1410279
-120.1169646,48.64667104,1185.376673
-120.2033945,48.63906825,1169.592401
-120.1602906,48.64296133,842.163292
-120.116994,48.64685019,1191.257829
-120.203421,48.6392476,1176.068424
-120.1603192,48.64314054,848.6064449
-120.117022,48.64702944,1204.141519
-120.2034483,48.6394269,1181.08569
-120.1603484,48.64331971,853.6429131
-120.1170503,48.64720865,1215.045768
-120.2034756,48.63960621,1186.669314
-120.1603778,48.64349887,858.6722214
-120.1170796,48.64738781,1221.087733
-120.203503,48.6397855,1192.75088
-120.160407,48.64367804,864.82627
-120.1171099,48.6475669,1222.492548
-120.2035314,48.63996474,1197.372201
-120.1604369,48.64385716,869.1274643
-120.1171404,48.64774598,1223.009974
-120.203561,48.64014389,1199.802415
-120.1604682,48.6440362,868.7556489
-120.1171709,48.64792506,1223.47139
-120.2035916,48.64032298,1201.215412
-120.1604999,48.6442152,867.0510979
-120.1172019,48.6481041,1222.418388
-120.2036232,48.64050199,1201.32948
-120.1172335,48.64828311,1218.651034
-120.2036554,48.64068097,1200.72819
-120.1172657,48.64846208,1211.360049
-120.1605917,48.64475245,873.8877799
-120.1172976,48.64864107,1205.309756
-120.2037185,48.64103903,1202.113757
-120.1606224,48.64493152,875.7864479
-120.1173291,48.64882008,1200.864556
-120.2037499,48.64121806,1202.048436
-120.1606527,48.64511062,878.4977856
-120.1173601,48.64899913,1197.983482
-120.1606823,48.64528976,883.116994
-120.1173906,48.64917821,1197.577788
-120.2038109,48.64157624,1202.518176
-120.1174203,48.64935734,1199.384641
-120.2038398,48.64175544,1203.552104
-120.1174499,48.64953648,1200.78411
-120.1607676,48.64582743,906.146865
-120.1174793,48.64971563,1202.226692
-120.1607956,48.64600667,913.6695957
-120.1175084,48.64989479,1204.812797
-120.2039243,48.64229318,1210.093545
-120.1608241,48.64618589,918.3113687
-120.2039527,48.64247241,1212.449888
-120.160853,48.64636508,920.3684401
-120.1175682,48.65025303,1201.700837
-120.2039815,48.64265161,1214.897081
-120.1608821,48.64654425,920.7595394
-120.1175973,48.65043219,1204.458237
-120.1609106,48.64672347,921.9498187
-120.1176258,48.65061141,1211.194646
-120.1609369,48.64690283,929.154956
-120.1176537,48.65079065,1221.213662
-120.204073,48.6431889,1220.006258
-120.1609629,48.6470822,936.5241126
-120.2041052,48.64336788,1219.256187
-120.16099,48.64726151,940.7103787
-120.1177115,48.65114902,1232.032246
-120.2041374,48.64354686,1218.487501
-120.161018,48.64744076,942.1869632
-120.1177414,48.65132813,1232.70525
-120.2041689,48.64372589,1219.157427
-120.1610472,48.64761993,940.2110668
-120.1610766,48.64779909,938.8705078
-120.1611059,48.64797825,939.5843028
-120.1178309,48.6518655,1235.555665
-120.161135,48.64815743,942.4738265
-120.2000152,48.62281031,875.2221109
-120.1611642,48.6483366,946.8351273
-120.161194,48.64851573,949.8199159
-120.117918,48.65240302,1247.152448
-120.1612243,48.64869483,950.8340223
-120.1179462,48.65258225,1254.09826
-120.1612548,48.64887392,950.6415764
-120.1179742,48.65276149,1261.008753
-120.1612855,48.64905299,949.6911774
-120.1613157,48.64923209,948.4177609
-120.1613459,48.6494112,946.2678742
-120.1180579,48.65329923,1276.701215
-120.1613757,48.64959033,943.2457779
-120.1571051,48.6279587,638.4697403
-120.1180854,48.6534785,1281.840861
-120.1614053,48.64976948,940.840208
-120.1571347,48.62813785,638.8418414
-120.1181131,48.65365776,1285.53521
-120.2045519,48.64605498,1197.346695
-120.1614345,48.64994864,939.4412005
-120.1181407,48.65383703,1288.990419
-120.1614923,48.65030702,937.8487252
-120.1182222,48.65436681,1298.537765
-120.2046714,48.64677152,1190.286001
-120.2046987,48.64695082,1198.377518
-120.118279,48.65473333,1303.452149
-120.2047251,48.64713018,1209.009549
-120.1183068,48.65491258,1306.42846
-120.2047508,48.64730959,1221.658453
-120.1573691,48.62957116,638.1552639
-120.1573976,48.62975037,638.2229577
-120.1574261,48.62992959,638.2978193
-120.1183905,48.65545033,1317.874793
-120.1574543,48.63010882,638.4627304
-120.1184186,48.65562956,1322.115105
-120.2048619,48.64802667,1243.66251
-120.1574821,48.63028808,639.6626059
-120.1184467,48.65580879,1326.877271
-120.2048868,48.64820613,1253.463944
-120.1575098,48.63046735,640.739815
-120.1141546,48.63436025,1386.411867
-120.1184749,48.65598802,1331.630629
-120.2049108,48.64838565,1264.375935
-120.1575376,48.63064661,641.1961209
-120.1185029,48.65616726,1336.868677
-120.2049342,48.64856521,1276.23293
-120.1575655,48.63082587,641.5987468
-120.1185302,48.65634654,1344.75587
-120.2049591,48.64874467,1283.536563
-120.1618601,48.65263701,955.0187913
-120.1575934,48.63100511,641.8298569
-120.2049851,48.64892405,1287.458743
-120.1618864,48.65281636,960.5831598
-120.1576215,48.63118436,641.9163903
-120.2050116,48.64910341,1290.167676
-120.161913,48.65299571,965.5866356
-120.1576496,48.63136361,642.2028513
-120.1186134,48.65688432,1356.139254
-120.2050365,48.64928287,1296.945531
-120.1619402,48.65317501,969.8657752
-120.1576779,48.63154283,642.4336079
-120.1186404,48.65706363,1359.301563
-120.2050597,48.64946244,1308.146371
-120.1619676,48.65335429,974.0056241
-120.1577063,48.63172205,642.7465908
-120.1186674,48.65724293,1361.791819
-120.2008202,48.62800921,977.4099822
-120.205083,48.64964201,1319.649348
-120.1577348,48.63190127,643.1599796
-120.1186944,48.65742223,1363.745892
-120.2008473,48.62818852,980.7753497
-120.2051069,48.64982152,1329.928388
-120.1577632,48.63208049,643.4898703
-120.1187214,48.65760153,1365.82684
-120.2008744,48.62836783,983.7458332
-120.2051308,48.65000105,1341.032077
-120.1620502,48.65389213,983.4226545
-120.1187485,48.65778083,1367.897453
-120.2009015,48.62854714,986.1591371
-120.2051547,48.65018057,1352.635634
-120.1620768,48.65407147,988.3122641
-120.1187759,48.65796011,1369.034696
-120.2009288,48.62872645,988.0206081
-120.2051787,48.65036009,1364.344546
-120.1621033,48.65425081,992.8781688
-120.1188037,48.65813936,1368.91571
-120.2009558,48.62890576,989.7670694
-120.2052045,48.6505395,1372.644931
-120.1621295,48.65443018,996.355599
-120.118832,48.65831859,1368.304334
-120.2009824,48.62908512,992.3306985
-120.1621553,48.65460957,999.7425397
-120.1579037,48.6329767,646.7389858
-120.1188605,48.6584978,1367.592213
-120.2010088,48.62926447,995.0640245
-120.1621808,48.65478898,1003.923141
-120.1579313,48.63315598,647.5902939
-120.1188889,48.65867701,1367.588656
-120.2010353,48.62944383,997.5844245
-120.2052829,48.65107763,1396.200527
-120.1622064,48.65496838,1007.866146
-120.118917,48.65885624,1368.194167
-120.2010618,48.62962318,999.9604901
-120.2053092,48.65125699,1402.703603
-120.162232,48.65514779,1012.249694
-120.118945,48.65903549,1368.920398
-120.2053359,48.65143634,1407.533404
-120.1622577,48.65532718,1017.290474
-120.1580134,48.63369385,651.549203
-120.1189728,48.65921473,1368.952772
-120.2053627,48.65161567,1410.6856
-120.1622836,48.65550656,1022.039873
-120.1580408,48.63387314,652.7187096
-120.1190005,48.659394,1368.454647
-120.2053892,48.65179502,1413.575291
-120.1190276,48.65957329,1367.897187
-120.1623392,48.6558651,1025.029314
-120.1190545,48.65975261,1367.194768
-120.2011931,48.63052004,1016.774825
-120.1623676,48.65604431,1025.804112
-120.1190811,48.65993193,1366.543211
-120.2012193,48.6306994,1020.611436
-120.2054692,48.65233305,1413.441998
-120.1623962,48.65622352,1026.036256
-120.1581513,48.63459022,654.1286693
-120.1191077,48.66011127,1365.562329
-120.2054958,48.6525124,1413.153187
-120.1624247,48.65640273,1026.217117
-120.1148324,48.63866163,1330.822816
-120.1191344,48.66029059,1363.670722
-120.201272,48.63105814,1027.909486
-120.1191615,48.66046989,1359.807892
-120.2012983,48.6312375,1031.341478
-120.2055492,48.65287109,1413.1583
-120.1624807,48.65676123,1028.070514
-120.1191893,48.66064914,1352.692519
-120.2013249,48.63141685,1034.011823
-120.2055757,48.65305044,1415.029405
-120.162508,48.65694052,1029.046137
-120.1192178,48.66082835,1343.261175
-120.2013513,48.63159621,1036.818671
-120.2056022,48.65322979,1418.120482
-120.1625347,48.65711986,1030.36476
-120.1192467,48.66100753,1332.940867
-120.2013775,48.63177559,1040.157842
-120.2056291,48.65340913,1420.719388
-120.1192756,48.66118671,1322.949938
-120.1625869,48.65747861,1033.9729
-120.2056559,48.65358846,1423.529887
-120.1193045,48.66136589,1313.468858
-120.1626121,48.65765804,1038.155163
-120.2056826,48.6537678,1426.551898
-120.1193335,48.66154507,1304.152892
-120.201455,48.63231379,1050.463642
-120.1626372,48.65783748,1042.405972
-120.2057087,48.65394718,1430.62866
-120.1193626,48.66172424,1293.94875
-120.2014806,48.6324932,1054.08928
-120.1626627,48.65801688,1045.022664
-120.2057346,48.65412658,1435.008645
-120.1193918,48.6619034,1283.488449
-120.2057603,48.65430598,1438.661894
-120.1194212,48.66208255,1272.18509
-120.2057854,48.65448543,1443.185257
-120.1151287,48.64063402,1317.968023
-120.201556,48.63303153,1065.563742
-120.1627421,48.65855493,1046.352741
-120.2058095,48.65466494,1449.562445
-120.1194801,48.66244084,1247.525327
-120.1627673,48.65873436,1051.855099
-120.2058336,48.65484444,1455.525896
-120.1195089,48.66262003,1237.242281
-120.1627925,48.65891379,1057.156241
-120.2058577,48.65502396,1461.243126
-120.1195377,48.66279922,1226.062149
-120.1628182,48.65909319,1060.802766
-120.2058801,48.65520358,1471.386749
-120.1195663,48.66297842,1214.614888
-120.2016557,48.63374935,1082.553712
-120.2059032,48.65538316,1479.496537
-120.1195947,48.66315763,1203.059899
-120.2016806,48.63392881,1087.282328
-120.205928,48.65556262,1483.665207
-120.1196227,48.66333687,1192.062912
-120.2017061,48.63410823,1090.635724
-120.1628965,48.6596313,1065.087729
-120.2059521,48.65574214,1489.838442
-120.1153231,48.64188881,1285.415277
-120.1196502,48.66351615,1182.169937
-120.2017319,48.63428763,1093.517572
-120.1629209,48.65981078,1071.437963
-120.2059759,48.65592166,1496.864936
-120.1196775,48.66369543,1172.944793
-120.1629448,48.65999029,1079.519259
-120.2060001,48.65610117,1503.328289
-120.1197048,48.66387471,1163.698331
-120.1629692,48.66016978,1085.558048
-120.2060247,48.65628065,1509.168873
-120.1197322,48.664054,1154.437252
-120.1629943,48.66034921,1089.02577
-120.2060488,48.65646016,1516.318691
-120.1197596,48.66423328,1146.25485
-120.1630196,48.66052863,1091.652607
-120.2060725,48.6566397,1524.741802
-120.1197873,48.66441253,1137.065737
-120.2018621,48.63518456,1101.266488
-120.1630441,48.66070811,1097.212439
-120.2060966,48.6568192,1532.15633
-120.1198154,48.66459177,1126.788723
-120.2018875,48.63536398,1103.018339
-120.1630684,48.6608876,1103.91794
-120.2061211,48.65699869,1539.033413
-120.1198441,48.66477096,1116.141361
-120.1630927,48.66106709,1110.14557
-120.2061446,48.65717824,1548.031264
-120.1198729,48.66495015,1105.045021
-120.1631173,48.66124656,1114.860504
-120.2061681,48.65735779,1556.658414
-120.1199015,48.66512935,1094.914084
-120.2061914,48.65753736,1565.045364
-120.1631417,48.66142604,1120.084645
-120.11993,48.66530856,1085.788881
-120.206214,48.65771697,1574.385399
-120.1631658,48.66160555,1125.575334
-120.1589118,48.63997283,766.9338686
-120.1199582,48.66548779,1077.169819
-120.206237,48.65789655,1581.617834
-120.1631899,48.66178504,1130.377286
-120.1589368,48.64015227,769.5091613
-120.1199867,48.66566699,1066.245196
-120.20626,48.65807612,1588.034225
-120.1632137,48.66196457,1135.415697
-120.1200151,48.66584621,1054.869622
-120.2062824,48.65825576,1593.917775
-120.1632368,48.66214413,1141.501215
-120.1200429,48.66602546,1044.525162
-120.2020862,48.63679968,1124.217618
-120.2063048,48.65843538,1599.05035
-120.1632597,48.66232371,1148.028684
-120.2063276,48.65861497,1603.386129
-120.1632827,48.66250328,1154.454069
-120.2063514,48.65879451,1605.423659
-120.1633062,48.66268283,1160.125742
-120.1201253,48.66656328,1011.419465
-120.2063753,48.65897403,1607.636788
-120.1633297,48.66286236,1165.995323
-120.1201525,48.66674258,999.5791762
-120.2021839,48.63751764,1138.853003
-120.2063992,48.65915355,1610.42247
-120.1633534,48.66304189,1172.860022
-120.120179,48.6669219,989.9634596
-120.1633776,48.66322139,1179.443347
-120.1634026,48.66340083,1185.51339
-120.1202285,48.66728081,986.8509157
-120.206477,48.65969173,1611.736335
-120.1634285,48.66358021,1189.352858
-120.1202523,48.66746031,989.0561965
-120.2022794,48.63823575,1154.970991
-120.2065057,48.65987094,1607.230435
-120.1634552,48.66375955,1190.680402
-120.2065343,48.66005015,1603.09012
-120.1634819,48.66393888,1191.410853
-120.2023265,48.63859484,1163.693814
-120.2065634,48.66022934,1597.735411
-120.2023499,48.6387744,1168.707219
-120.2065925,48.66040852,1592.078474
-120.2066211,48.66058774,1587.376708
-120.2066489,48.66076701,1583.895519
-120.1203986,48.66853716,1011.70977
-120.2066752,48.66094638,1583.208825
-120.1636335,48.66501543,1189.417696
-120.2067008,48.66112579,1583.334552
-120.2067259,48.66130524,1583.469103
-120.1636576,48.66519493,1188.08111
-120.1204744,48.66907541,1025.280953
-120.2067501,48.66148474,1585.110375
-120.1636813,48.66537446,1187.79437
-120.1204996,48.66925483,1028.313884
-120.206773,48.66166433,1588.889511
-120.1637048,48.665554,1188.227644
-120.120525,48.66943424,1028.31286
-120.2067958,48.66184393,1591.724267
-120.1637285,48.66573353,1189.141088
-120.1205502,48.66961365,1026.227104
-120.2068187,48.66202352,1592.921229
-120.1637524,48.66591305,1190.566721
-120.1205748,48.66979311,1023.725617
-120.2068412,48.66220313,1594.328501
-120.1637768,48.66609253,1192.080549
-120.1205988,48.66997261,1021.629503
-120.2026038,48.64074975,1223.895184
-120.2068636,48.66238275,1595.757813
-120.1638011,48.66627201,1193.798933
-120.1206227,48.67015212,1019.445527
-120.2026262,48.64092936,1228.176225
-120.2068871,48.66256231,1594.856715
-120.1638252,48.66645151,1196.113592
-120.2069124,48.66274174,1589.898034
-120.1638493,48.66663101,1197.858689
-120.206939,48.66292108,1582.313877
-120.1638734,48.66681052,1199.55844
-120.1206934,48.6706907,1017.231599
-120.206966,48.6631004,1574.718589
-120.1638969,48.66699006,1201.931803
-120.1207173,48.6708702,1017.090384
-120.2069931,48.66327972,1568.719771
-120.16392,48.66716962,1203.761789
-120.1207415,48.67104969,1017.504355
-120.2070207,48.663459,1563.158249
-120.1639428,48.66734921,1205.184642
-120.1207659,48.67122916,1018.844447
-120.2070492,48.66363822,1555.603702
-120.1207906,48.67140861,1018.975685
-120.2070781,48.66381742,1546.95074
-120.1639885,48.66770837,1207.934002
-120.1208157,48.67158804,1016.309952
-120.2071066,48.66399665,1539.010183
-120.1640116,48.66788794,1209.447541
-120.120841,48.67176746,1011.413801
-120.2071354,48.66417585,1529.604632
-120.1208662,48.67194687,1005.108275
-120.2071644,48.66435504,1518.52659
