x,y,z
-120.1113483,48.3091994,1122.843286
-120.1070154,48.28775646,751.6292228
-120.1113742,48.30937874,1123.834811
-120.1070414,48.28793579,751.5639048
-120.1113996,48.30955811,1122.688794
-120.1070673,48.28811513,751.2905185
-120.1114245,48.3097375,1119.193233
-120.1114498,48.30991687,1118.387112
-120.1071177,48.28847389,747.9956694
-120.1114763,48.31009617,1125.035084
-120.1071417,48.28865334,741.5048658
-120.1115033,48.31027543,1134.069475
-120.1115304,48.3104547,1143.552307
-120.1115575,48.31063396,1152.937925
-120.1072146,48.28919165,726.3695938
-120.1115846,48.31081322,1161.830022
-120.1116107,48.3109853,1169.818066
-120.1116383,48.31116813,1176.979962
-120.107289,48.28972986,713.9934906
-120.1116659,48.311351,1184.272984
-120.1073132,48.28990931,705.2974506
-120.1073374,48.29008875,696.0459374
-120.1117453,48.31187056,1206.926716
-120.1117981,48.31221665,1222.738006
-120.1118289,48.31242034,1231.44667
-120.1118566,48.31260576,1238.131993
-120.1074819,48.29116545,651.6029881
-120.1118826,48.31278508,1241.812771
-120.1075057,48.29134491,645.7648283
-120.1119084,48.31296443,1244.455716
-120.107531,48.29152429,647.0649721
-120.1119343,48.31314376,1248.67834
-120.1075564,48.29170365,648.9578378
-120.1549043,48.30952194,1127.75845
-120.1119606,48.31332308,1255.375765
-120.1075817,48.29188302,650.1366195
-120.1549303,48.30970128,1136.131052
-120.1119868,48.3135024,1262.208757
-120.1076071,48.29206239,650.652078
-120.1549562,48.30988063,1142.615174
-120.1076328,48.29224174,650.8381983
-120.1549819,48.31005998,1145.894126
-120.1120378,48.31386112,1270.415376
-120.1076587,48.29242107,651.8711333
-120.1550075,48.31023935,1148.000851
-120.1120627,48.31404051,1271.917599
-120.1076853,48.29260037,655.9952443
-120.1120875,48.31421992,1271.581538
-120.107712,48.29277965,661.0025856
-120.1121132,48.31439927,1275.674539
-120.1077387,48.29295893,666.2400752
-120.1121395,48.31457857,1282.26627
-120.1077654,48.29313822,671.8078612
-120.1121655,48.31475791,1285.715583
-120.1551355,48.31113616,1166.068292
-120.1121915,48.31493723,1287.848122
-120.112218,48.31511653,1290.804155
-120.1122706,48.31547515,1292.853605
-120.1079469,48.29439356,709.7737313
-120.1123471,48.31601324,1287.282571
-120.1079722,48.29457294,713.0570368
-120.112373,48.31619257,1290.379473
-120.1124732,48.31691012,1297.458115
-120.1124982,48.31708952,1299.336038
-120.1984542,48.30964773,1368.808752
-120.1984803,48.30982707,1380.960028
-120.1125761,48.31762264,1320.228246
-120.1985066,48.3100064,1391.288767
-120.1985327,48.31018574,1400.293957
-120.1986088,48.3107239,1419.795694
-120.1127055,48.3185242,1325.288057
-120.1986334,48.31090334,1424.793465
-120.112731,48.31870356,1324.363884
-120.1986573,48.31108282,1430.760587
-120.1986804,48.31126235,1436.394231
-120.1987033,48.3114419,1441.046728
-120.1084234,48.29762095,835.4825695
-120.1128049,48.31924181,1309.928236
-120.112829,48.31942125,1304.430599
-120.1128536,48.31960067,1301.837865
-120.1129031,48.31995948,1301.778708
-120.1129269,48.32013895,1299.047086
-120.1129504,48.32031844,1295.389716
-120.1129735,48.32049795,1289.70908
-120.1129965,48.32067746,1282.980356
-120.1130199,48.32085696,1277.315557
-120.1990107,48.31359435,1517.844579
-120.1131154,48.32157481,1251.139598
-120.1131403,48.32175421,1247.671417
-120.1561164,48.31813244,1155.468833
-120.1131654,48.32193359,1245.297802
-120.1561417,48.31831182,1160.723577
-120.113263,48.32265131,1234.718115
-120.1132855,48.32283086,1227.068954
-120.1133083,48.32301039,1222.202262
-120.1562666,48.31920883,1180.630854
-120.1992602,48.31538849,1447.776641
-120.1133315,48.32318989,1219.766269
-120.1562918,48.31938823,1187.011042
-120.1992857,48.31556786,1436.697775
-120.1133534,48.32335984,1216.767006
-120.1133762,48.32353997,1210.325163
-120.1133995,48.32372851,1200.299906
-120.1134221,48.32390805,1189.851598
-120.1134451,48.32408757,1179.268508
-120.113468,48.32426709,1167.773412
-120.1564422,48.32046461,1197.66083
-120.1135379,48.32480558,1135.994733
-120.1995035,48.31717023,1329.546978
-120.1995275,48.31734944,1321.059794
-120.1135843,48.3251646,1114.827141
-120.1995535,48.31754183,1310.816768
-120.1136074,48.32534411,1105.303775
-120.1565883,48.32154126,1169.781209
-120.1136305,48.32552363,1097.513105
-120.1566122,48.32172073,1165.920673
-120.1136538,48.32570312,1091.130082
-120.1136767,48.32588265,1084.232833
-120.1136993,48.32606219,1076.606088
-120.1137221,48.32624172,1070.550954
-120.1567057,48.32243874,1125.805955
-120.1567293,48.32261823,1114.548417
-120.1094954,48.30515404,1039.342426
-120.1138142,48.32695978,1057.991546
-120.1095207,48.3053334,1044.014151
-120.1138386,48.32713921,1061.123642
-120.1139146,48.32767569,1081.164281
-120.1568982,48.32387442,1064.657943
-120.1999046,48.3200535,1198.592389
-120.1139398,48.3278567,1082.016215
-120.1569221,48.3240539,1058.523706
-120.1999284,48.32023299,1194.068258
-120.1139644,48.32803612,1079.111874
-120.1139881,48.3282156,1070.974373
-120.1140114,48.3283951,1060.81385
-120.1140345,48.32857461,1049.943056
-120.1140795,48.3289337,1023.886143
-120.1570658,48.3251307,1029.165138
-120.1570901,48.32531015,1022.319346
-120.1571145,48.32548958,1016.553057
-120.1141445,48.3294725,979.497018
-120.1141663,48.3296521,966.5833295
-120.2001732,48.32202742,1152.872595
-120.1141882,48.32983169,953.513381
-120.1571887,48.32602784,1008.382919
-120.1572132,48.32620727,1005.875491
-120.1142553,48.33037035,918.7259036
-120.1142779,48.3305499,906.3214863
-120.1572857,48.32674563,995.7346138
-120.1143008,48.33072942,894.7472153
-120.1573095,48.32692511,991.8756386
-120.1143239,48.33090893,884.0531909
-120.1573331,48.3271046,987.1596707
-120.1143469,48.33108845,872.8360503
-120.1143695,48.33126799,859.6978412
-120.1101398,48.30981858,1094.988421
-120.1574269,48.32782259,964.6219705
-120.1101647,48.30999797,1102.965188
-120.1574501,48.32800211,955.6758487
-120.1101896,48.31017738,1111.948896
-120.1102145,48.31035678,1120.72939
-120.1144827,48.33216569,806.5965052
-120.1145051,48.33234525,798.8583456
-120.1575204,48.32854061,927.0553786
-120.1102649,48.31071553,1139.094747
-120.1575441,48.32872009,918.3062072
-120.1102908,48.31089487,1149.635812
-120.1145676,48.33288421,762.0977762
-120.1575922,48.32907901,901.3235627
-120.1145879,48.33306389,750.2955807
-120.1576168,48.32925844,894.9193471
-120.1146083,48.33324358,739.9351555
-120.1103993,48.31161191,1191.736036
-120.1105083,48.31232891,1234.547171
-120.1147344,48.33432143,671.3106547
-120.1105329,48.31250832,1237.93368
-120.1147569,48.33450098,658.8943444
-120.157812,48.33069395,851.7718202
-120.1578365,48.33087338,853.5871952
-120.1148245,48.33502926,623.0841178
-120.1148488,48.33521198,614.4761063
-120.1148742,48.33539842,609.9423066
-120.1579587,48.33177056,860.2155819
-120.1149218,48.3357469,605.9645975
-120.1579832,48.33195,859.7258319
-120.1149472,48.335932,605.8960403
-120.1580076,48.33212943,859.6699176
-120.1149724,48.33611609,606.8897964
-120.1580319,48.33230888,859.0491661
-120.1149974,48.33629548,611.3219831
-120.158056,48.33248834,858.2547226
-120.1150232,48.33647483,620.4840206
-120.1150497,48.33665413,634.4116557
-120.1150766,48.3368334,651.6023641
-120.1581748,48.33338573,858.5159654
-120.1151594,48.33737109,714.7416029
-120.1151855,48.33755042,726.7708142
-120.1152113,48.33772975,737.4491566
-120.1582469,48.33392413,857.9083708
-120.115237,48.3379091,746.3359101
-120.1152622,48.33808848,751.7439232
-120.115287,48.3382679,753.5831734
-120.1153114,48.33844732,754.2469251
-120.1583471,48.33464172,854.0231883
-120.1153355,48.33862678,753.1214708
-120.1583728,48.33482107,855.4164787
-120.1111319,48.31699476,1239.329148
-120.1584232,48.33517985,849.5549757
-120.158448,48.33535926,845.5469314
-120.1585452,48.33607704,837.7876742
-120.1585693,48.3362565,840.9086542
-120.1585935,48.33643596,847.0312491
-120.1586627,48.33697452,838.6815074
-120.1586856,48.33715406,835.0020333
-120.1587311,48.33751314,823.4095887
-120.2017781,48.33369036,997.0566287
-120.1587541,48.33769267,818.9817594
-120.2018032,48.33386976,1005.32602
-120.2018281,48.33404918,1012.902567
-120.2018527,48.33422861,1017.712245
-120.1588241,48.33823119,803.3658762
-120.2018771,48.33440807,1021.61287
-120.1588481,48.33841066,801.3136219
-120.2019012,48.33458753,1025.32858
-120.201973,48.33512597,1034.660322
-120.2019969,48.33530545,1037.444489
-120.2020208,48.33548493,1040.096115
-120.2020448,48.33566441,1046.240911
-120.2020688,48.33584388,1054.90387
-120.2020929,48.33602335,1064.798435
-120.1160102,48.34383229,586.203589
-120.2021171,48.33620281,1075.489485
-120.1160333,48.3440118,581.3376001
-120.2021415,48.33638226,1086.579493
-120.116057,48.34419127,579.7703793
-120.1591194,48.3403843,786.0966433
-120.2021659,48.33656171,1095.6557
-120.2021905,48.33674114,1101.624568
-120.2022153,48.33692057,1105.786011
-120.1161283,48.34472968,578.0627786
-120.1161519,48.34490916,577.3998999
-120.1161754,48.34508864,576.8124762
-120.2022888,48.33745889,1105.691491
-120.1161988,48.34526813,575.5574918
-120.2023129,48.33763836,1102.303026
-120.1162222,48.34544764,574.0674515
-120.2023369,48.33781784,1100.009406
-120.1162455,48.34562713,572.791118
-120.1593185,48.34181956,794.8095406
-120.2023603,48.33799734,1099.383276
-120.1593442,48.34199893,800.2197148
-120.1593945,48.3423577,802.7684047
-120.1594192,48.34253712,802.9778566
-120.1596738,48.34451182,718.6966833
-120.1596994,48.34469119,717.8290207
-120.1597251,48.34487054,716.9490222
-120.159751,48.34504988,716.4088215
-120.1597768,48.34522923,716.5586859
-120.1167294,48.34921597,529.4473742
-120.1598027,48.34540858,718.1510123
-120.1167536,48.34939541,529.7112658
-120.1598283,48.34558794,720.7883706
-120.1167778,48.34957486,529.6301268
-120.1598536,48.34576733,723.9962542
-120.1598784,48.34594673,728.5732037
-120.1599032,48.34612615,734.7095367
-120.1599281,48.34630555,744.9033343
-120.1168743,48.35029265,522.2577964
-120.1168984,48.35047209,519.6598043
-120.1169228,48.35065152,518.1130612
-120.1557064,48.32503601,1074.40682
-120.1169471,48.35083096,516.5920911
-120.1557308,48.32521544,1070.744814
-120.1600277,48.34702319,801.0433287
-120.1169717,48.35101038,515.8484046
-120.1600524,48.34720261,813.1913851
-120.1600773,48.34738202,825.178651
-120.1601025,48.34756141,836.387174
-120.1601278,48.3477408,846.2559461
-120.1601532,48.34792017,854.5472624
-120.1601792,48.34809951,863.0721815
-120.1602054,48.34827883,871.7008695
-120.1602319,48.34845814,879.271019
-120.160284,48.34881295,888.9321416
-120.1603103,48.34899432,892.9544658
-120.1603364,48.34917546,896.5831793
-120.1603618,48.34935483,899.7082887
-120.1130365,48.33153305,881.6874257
-120.1603866,48.34953424,901.7242091
-120.11306,48.33171255,872.1497514
-120.1604111,48.34971368,902.5138246
-120.1604353,48.34989313,902.5948334
-120.1604588,48.35006878,901.0638223
-120.1604831,48.35024987,900.1788011
-120.1605076,48.35043151,899.2281302
-120.1562151,48.32880445,948.6263626
-120.1605317,48.35061096,896.2177048
-120.160556,48.35079041,892.434416
-120.1605804,48.35096984,887.1068999
-120.160605,48.35114927,881.4184352
-120.1607046,48.3518669,855.5449858
-120.1607802,48.35240506,836.8166603
-120.1608052,48.35258446,830.056358
-120.1608799,48.35312268,815.4482784
-120.1609766,48.35384049,791.7999033
-120.1610009,48.35401994,786.8235232
-120.1610254,48.35419937,783.2693889
-120.1610501,48.35437879,780.1524209
-120.1611005,48.35473756,774.7101651
-120.1611261,48.35491693,773.6699454
-120.1611774,48.35527564,773.244222
-120.161203,48.35545501,773.5917714
-120.1612788,48.35599316,778.3736799
-120.1613036,48.35617257,780.4570487
-120.1613284,48.35635199,782.71231
-120.1614284,48.35706959,787.1355509
-120.1614543,48.35724894,790.0664441
-120.1614803,48.35742828,793.5101789
-120.1615063,48.35760761,796.9218794
-120.161532,48.35778697,798.8938707
-120.1615576,48.35796633,799.9061234
-120.1615831,48.3581457,800.825936
-120.1616082,48.35832509,801.7364203
-120.1616328,48.35850452,801.8417649
-120.1616574,48.35868395,801.8605832
-120.1616821,48.35886337,802.4592654
-120.1618905,48.36029804,791.5689211
-120.161917,48.36047735,784.931916
-120.1619434,48.36065666,778.6789128
-120.1620208,48.36119471,761.8612593
-120.1620462,48.36137408,758.9022401
-120.1620715,48.36155346,758.0423017
-120.1620967,48.36173285,758.2474757
-120.1577888,48.34010676,751.9102026
-120.1621217,48.36191225,758.5548633
-120.1578148,48.3402861,750.7242742
-120.1621465,48.36209167,758.0206841
-120.157841,48.34046543,749.508459
-120.162171,48.3622711,755.9174811
-120.1578676,48.34064472,748.2360386
-120.1578943,48.34082402,746.935917
-120.1623912,48.363886,660.6467057
-120.1194035,48.36841092,462.00285
-120.1194284,48.36859032,462.1761756
-120.1194532,48.36876972,462.264762
-120.2056348,48.36113806,591.0971196
-120.1194782,48.36894912,462.7513701
-120.1195538,48.36948725,462.9257623
-120.162645,48.36567976,542.3989521
-120.1195796,48.36966659,463.815777
-120.2057645,48.36203481,580.9890197
-120.1626706,48.36585912,538.6144672
-120.162696,48.3660385,534.0080301
-120.119632,48.37002523,464.2965063
-120.1627212,48.36621789,529.9164159
-120.1196584,48.37020452,464.1353545
-120.1627447,48.36638523,526.8413251
-120.1584603,48.34476982,712.5593786
-120.119685,48.37038382,463.7420952
-120.1584867,48.34494913,711.912364
-120.1197114,48.37056116,463.572353
-120.2058908,48.36293177,577.9128212
-120.1627972,48.36675602,520.1632554
-120.1585133,48.34512843,711.339031
-120.1197382,48.37074114,463.28709
-120.2059162,48.36311116,577.900789
-120.1628229,48.36693538,516.6885272
-120.1585398,48.34530773,710.7261629
-120.1197652,48.37092166,463.1856709
-120.1628489,48.36711471,514.3694775
-120.1585664,48.34548703,710.3236861
-120.1197919,48.37110095,463.3582036
-120.1628753,48.36729403,513.0560196
-120.1198186,48.37128024,463.9568081
-120.1629022,48.36747331,512.1341525
-120.1586209,48.34584554,720.5051189
-120.1198451,48.37145953,464.5503283
-120.1629292,48.36765258,511.5330309
-120.1586488,48.34602477,732.9207782
-120.1198714,48.37163884,464.4962558
-120.1629562,48.36783186,510.0476825
-120.1198975,48.37181816,464.464063
-120.2060716,48.36418727,592.2249703
-120.1199236,48.37199748,464.729876
-120.2060981,48.36436659,594.7122688
-120.1630092,48.36819046,500.9697595
-120.1199496,48.37217682,464.9643899
-120.2061246,48.3645459,596.4266833
-120.1630357,48.36836977,499.952077
-120.1199755,48.37235615,465.1058551
-120.2061513,48.3647252,596.3707808
-120.163062,48.36854909,499.6694188
-120.1200012,48.3725355,465.2136588
-120.206178,48.3649045,596.7730558
-120.1630877,48.36872844,499.7329059
-120.1200269,48.37271484,465.2897604
-120.2062048,48.3650838,598.2355312
-120.1631132,48.36890782,499.1952063
-120.1200527,48.37289418,465.4099892
-120.2062316,48.3652631,600.4081329
-120.1631384,48.3690872,499.2452264
-120.1200785,48.37307353,465.5670792
-120.2062585,48.36544238,603.8136209
-120.1631637,48.36926658,500.0248424
-120.1201043,48.37325286,465.799068
-120.163189,48.36944597,500.8113613
-120.2062854,48.36562167,607.650112
-120.1201303,48.3734322,466.0414914
-120.1632142,48.36962535,501.0807576
-120.2063124,48.36580095,610.2762129
-120.1632397,48.36980473,501.2678212
-120.2063395,48.36598023,613.7487729
-120.1632653,48.36998409,501.5266805
-120.2063666,48.36615951,619.4041883
-120.1202086,48.3739683,466.4880077
-120.163291,48.37016139,501.7334699
-120.2063937,48.36633878,624.4486986
-120.1202353,48.37414945,466.7243764
-120.163317,48.37034015,501.4959636
-120.2064208,48.36651806,628.5857129
-120.1202611,48.37432548,466.732853
-120.1633433,48.37052209,496.5696369
-120.2064478,48.36669734,632.2160031
-120.1202877,48.37450626,466.7071627
-120.1633698,48.3707014,496.3432219
-120.2064747,48.36687663,635.6216255
-120.1203142,48.37468738,466.6206409
-120.2065015,48.36705593,639.3699074
-120.1203404,48.37486669,466.6016107
-120.1634235,48.37105997,497.5656519
-120.2065281,48.36723523,643.409013
-120.120366,48.37504415,466.1061663
-120.1634505,48.37123924,498.1545886
-120.2065546,48.36741455,647.6755351
-120.1203918,48.37522404,465.6505683
-120.1634775,48.37141852,498.6732923
-120.2065809,48.36759387,652.2090025
-120.1204178,48.37540472,465.4055158
-120.1635046,48.37159779,498.7309991
-120.2066071,48.36777321,657.0761399
