STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
TUM,D,18,SNOW DP,,20191222,26,,INCHES
TUM,D,18,SNOW DP,,20191223,118,,INCHES
TUM,D,18,SNOW DP,,20191224,36,,INCHES
TUM,D,18,SNOW DP,,20191225,33,,INCHES
TUM,D,18,SNOW DP,,20191226,32,,INCHES
TUM,D,18,SNOW DP,,20191227,30,,INCHES
TUM,D,18,SNOW DP,,20191228,30,,INCHES
TUM,D,18,SNOW DP,,20191229,30,,INCHES
TUM,D,18,SNOW DP,,20191230,28,,INCHES
TUM,D,18,SNOW DP,,20191231,29,,INCHES
TUM,D,18,SNOW DP,,20200101,28,,INCHES
TUM,D,18,SNOW DP,,20200102,28,,INCHES
TUM,D,18,SNOW DP,,20200103,27,,INCHES
TUM,D,18,SNOW DP,,20200104,27,,INCHES
TUM,D,18,SNOW DP,,20200105,27,,INCHES
TUM,D,18,SNOW DP,,20200106,27,,INCHES
TUM,D,18,SNOW DP,,20200107,27,,INCHES
TUM,D,18,SNOW DP,,20200108,27,,INCHES
TUM,D,18,SNOW DP,,20200109,27,,INCHES
TUM,D,18,SNOW DP,,20200110,26,,INCHES
TUM,D,18,SNOW DP,,20200111,26,,INCHES
TUM,D,18,SNOW DP,,20200112,26,,INCHES
TUM,D,18,SNOW DP,,20200113,26,,INCHES
TUM,D,18,SNOW DP,,20200114,26,,INCHES
TUM,D,18,SNOW DP,,20200115,25,,INCHES
TUM,D,18,SNOW DP,,20200116,26,,INCHES
TUM,D,18,SNOW DP,,20200117,37,,INCHES
TUM,D,18,SNOW DP,,20200118,34,,INCHES
TUM,D,18,SNOW DP,,20200119,34,,INCHES
TUM,D,18,SNOW DP,,20200120,33,,INCHES
TUM,D,18,SNOW DP,,20200121,32,,INCHES
TUM,D,18,SNOW DP,,20200122,32,,INCHES
TUM,D,18,SNOW DP,,20200123,31,,INCHES
TUM,D,18,SNOW DP,,20200124,30,,INCHES
TUM,D,18,SNOW DP,,20200125,30,,INCHES
TUM,D,18,SNOW DP,,20200126,30,,INCHES
